389,47534,9,9
393,54759,5,6
398,25978,5,6
398,31116,10,7
398,33125,9,7
398,86442,6,5
398,144908,5,3
400,121469,6,3
405,22319,10,13
406,65854,1,3
407,46687,8,10
407,50408,8,9
407,51359,6,8
407,100855,10,11
407,121859,10,10
407,202830,5,9
408,9727,4,5
408,19006,10,10
408,54929,10,10
408,65602,10,10
408,65679,3,6
408,155380,4,5
408,156148,10,10
408,156369,10,10
408,202543,5,5
410,33216,10,7
411,121469,5,2
412,7219,6,6
412,135270,7,7
416,81498,10,12
417,26084,10,9
417,72481,8,8
417,83773,5,6
421,20737,9,9
421,93891,10,11
421,138830,10,11
421,193687,9,9
421,194553,6,7
423,83601,5,5
423,93172,4,6
424,328,7,5
424,89855,7,4
424,173384,8,6
426,110327,7,8
426,140729,10,9
427,216006,1,2
429,66787,7,8
429,71570,10,11
432,51895,3,4
432,68989,6,6
432,83601,5,5
432,121609,5,5
432,162707,2,4
434,6269,9,10
434,111862,6,8
435,74958,1,2
436,123702,10,10
436,181472,6,5
438,135270,8,6
439,30400,10,9
441,1721,5,6
443,10148,10,10
443,11861,7,6
443,12006,10,7
443,184349,2,2
444,39095,8,7
445,25013,10,9
445,37184,9,8
445,89543,8,8
445,180504,8,7
446,51399,7,7
446,65602,10,10
446,104401,3,6
446,209245,7,6
447,9727,4,4
447,36964,9,7
447,117775,10,10
448,41492,6,4
448,67003,5,5
448,72481,8,8
448,119447,10,10
448,149421,5,4
448,194553,5,6
450,907,7,9
450,9727,7,5
450,15530,6,8
450,42490,10,11
450,47534,9,10
451,1561,7,6
451,65679,5,5
451,68570,7,7
454,31116,10,8
454,126047,8,7
455,41492,4,5
455,68989,5,7
455,106977,10,10
455,156148,10,11
456,74257,7,7
457,90622,7,9
458,48463,7,6
458,194553,7,7
459,14258,2,8
459,20737,9,6
459,36964,7,5
459,65602,10,8
459,97111,1,0
459,131791,2,3
459,132860,10,7
459,156908,10,8
460,24309,10,10
460,102328,10,8
461,65679,6,5
461,67003,4,5
461,96796,6,6
461,105660,8,7
461,184349,2,2
462,208748,7,7
464,9680,6,7
464,25083,10,10
464,127341,10,10
464,143604,5,6
464,156148,10,10
464,208304,6,8
465,51399,8,8
465,65602,10,10
465,131791,4,5
465,202509,8,8
466,25731,4,4
466,121859,10,9
466,132449,7,7
467,22319,10,10
467,96663,8,8
468,34219,10,10
468,35647,10,12
468,36134,10,11
468,54982,10,11
468,127341,10,12
468,163100,4,6
468,208304,10,9
468,208748,7,8
471,98678,10,9
471,104565,5,6
474,82962,1,3
475,26640,8,8
475,111862,7,7
476,67003,8,7
476,71636,10,11
476,93681,10,11
476,122382,7,7
476,156148,10,11
478,156148,10,11
481,25731,4,4
485,89855,6,6
485,96329,7,4
486,101963,7,7
487,72901,1,4
490,50408,6,8
490,193687,9,8
493,68989,6,6
493,193687,9,8
494,14258,9,10
494,26084,8,9
494,126293,8,7
494,176744,7,5
494,176904,5,5
495,32711,8,8
495,68570,7,8
495,97111,3,3
495,106977,6,9
495,122037,9,8
495,208748,6,7
496,7724,9,8
496,160731,7,8
496,208748,6,8
499,12006,7,7
499,19006,10,10
499,185310,8,8
503,143706,7,9
503,150020,7,7
504,9680,8,9
504,15406,7,7
504,21497,10,11
504,24309,7,10
504,127341,10,11
504,205930,10,11
505,15406,5,6
505,24309,10,10
505,36793,10,11
505,194553,7,7
506,150020,6,6
507,7749,7,8
507,121116,8,7
509,71636,10,13
510,71636,10,10
510,85407,7,7
511,122905,1,2
513,36964,7,7
513,47612,7,5
513,70692,5,6
513,74257,9,8
513,119434,5,4
513,126047,9,5
513,216006,1,0
515,24309,10,11
515,156148,10,12
515,205930,10,12
516,12006,7,7
516,36964,7,8
516,37184,10,9
516,125294,8,8
516,180504,9,8
517,39095,7,8
518,43836,10,9
518,131669,10,10
518,132860,10,10
518,213358,7,8
520,7006,9,9
520,27528,8,8
520,121116,8,7
521,112056,5,5
523,96663,6,8
526,50408,8,9
528,1029,6,7
528,54759,5,6
528,135161,8,8
530,22319,10,9
530,31116,6,6
530,33216,9,7
531,5670,1,9
532,38648,6,6
532,96796,5,7
532,156369,10,10
533,120169,10,11
533,135161,8,10
535,15530,6,7
535,20737,9,8
535,25731,5,4
535,68570,7,7
535,211736,8,8
536,36151,1,5
536,68989,6,5
536,119962,7,7
536,122037,9,8
536,131669,10,9
536,156148,10,9
536,176904,5,5
536,184349,2,2
538,10628,8,8
538,216006,1,0
539,33006,10,7
539,60983,8,6
539,193687,10,9
540,121859,10,10
540,143604,4,7
541,2127,9,8
541,20737,9,8
541,83773,5,6
541,184349,1,2
544,193687,9,10
544,208748,8,8
545,66787,7,6
545,154345,6,5
546,83773,7,6
546,98678,10,10
546,131915,9,5
547,54759,10,7
547,119447,10,11
547,140729,10,11
549,133,2,5
549,6437,6,5
549,50408,7,6
549,61157,10,8
549,120169,8,7
549,179192,6,6
550,6437,6,6
550,51399,7,7
550,93172,5,6
552,15406,5,7
552,24309,9,10
552,35647,10,12
552,97315,10,9
552,156148,10,12
552,163100,3,6
553,205702,10,8
555,147383,7,8
559,47534,9,11
559,52391,10,11
559,100855,10,11
561,328,7,7
561,135273,8,8
561,180276,6,7
562,24294,9,10
565,20737,9,9
566,147383,7,8
570,50408,9,8
570,102153,6,7
570,175218,3,6
572,6932,5,5
572,7006,8,8
572,10148,10,10
572,17400,7,7
572,39095,6,6
572,43715,10,10
572,56397,4,6
572,60983,4,5
572,132860,10,9
572,182280,4,5
573,2393,4,4
573,26274,1,1
574,93681,10,10
574,135270,7,7
576,328,8,6
576,92078,10,6
577,61157,10,10
578,68989,6,5
578,97111,1,2
578,122037,7,7
578,131791,1,4
578,150020,7,6
580,101384,10,8
581,139552,10,10
582,193687,8,10
586,81498,10,8
586,109101,6,7
588,117981,10,10
590,89855,6,6
591,14258,10,9
591,32711,8,7
591,98678,10,9
592,22327,7,7
592,85407,7,7
592,86442,7,6
593,2393,3,5
593,3248,2,5
594,43836,7,8
594,65602,2,9
594,74257,9,7
594,104785,9,7
596,41460,4,5
596,68989,5,6
596,143706,10,9
596,152029,2,4
596,179192,7,8
597,34219,10,10
597,35647,10,12
597,65218,10,12
597,117041,8,10
597,163100,7,6
597,208748,9,8
597,211736,9,10
599,37184,7,9
599,43407,5,6
599,61157,10,10
599,179192,6,8
599,184349,2,2
599,213358,8,8
601,6932,5,5
604,117041,6,7
604,209245,6,6
606,131791,5,4
606,155380,6,5
606,181472,6,5
607,81498,9,8
607,147383,7,6
609,121469,7,8
611,63228,9,8
611,117981,9,9
612,208304,6,9
613,130815,10,9
613,156148,10,11
613,193687,8,9
613,209245,6,7
614,12513,10,9
614,54759,5,5
615,22327,8,6
616,33006,4,6
616,65602,10,9
616,102153,9,6
616,121116,8,6
617,907,9,10
617,50408,8,9
617,97023,8,9
618,89548,6,5
618,114577,10,11
619,93172,4,6
619,107776,3,5
621,67003,6,4
621,156148,10,9
621,185310,8,7
622,7679,5,5
622,179192,7,8
623,1029,9,7
623,120169,10,8
623,159680,10,10
623,185310,8,8
625,127341,10,11
627,6269,10,9
627,31869,6,7
629,104785,8,7
630,3132,6,7
630,20737,8,9
630,31625,8,8
630,74617,10,10
630,143604,8,7
631,21497,10,10
631,36134,2,9
631,65218,10,10
631,93172,5,6
632,135270,7,7
633,20737,9,9
633,93172,9,7
633,97315,7,9
633,208304,7,9
634,7679,5,5
634,205702,10,9
636,98678,10,10
636,123702,10,10
637,9727,6,6
637,30030,6,7
637,139552,10,11
640,71636,10,11
641,71636,10,10
642,15406,6,7
642,42490,10,11
643,135161,10,9
644,22327,7,7
645,43407,8,7
646,105660,8,8
646,180504,8,8
647,74829,10,9
649,96663,10,7
649,131867,8,8
650,162707,4,4
651,5962,4,6
651,123702,10,9
652,10628,9,8
652,122382,7,6
652,213358,8,6
653,27528,8,9
653,50408,9,9
653,97023,6,9
653,126924,9,8
653,162783,8,8
654,106977,10,10
655,113157,10,9
657,93681,8,9
658,123702,10,11
659,143604,8,6
659,194553,5,6
661,41460,4,4
661,149421,2,4
661,162707,4,4
662,20737,9,9
664,5670,9,9
664,7724,2,7
665,44262,7,8
667,96663,7,7
667,131867,9,9
668,42490,10,11
668,44262,10,8
668,93458,6,8
670,1721,5,5
670,50216,6,5
670,81498,10,8
670,98369,5,6
670,126047,8,5
672,31116,8,8
675,5670,7,9
675,7679,5,6
675,7749,9,9
675,34848,10,11
675,45992,3,6
675,65602,10,10
675,76596,8,7
675,83601,9,6
675,83773,7,7
675,96796,8,7
675,97992,10,10
675,116926,10,10
675,126293,9,8
675,155380,6,6
677,7724,7,6
677,83773,6,6
679,10628,9,9
679,25731,6,5
679,26640,8,8
679,119447,10,10
679,180276,6,6
679,193687,8,8
679,196502,10,9
682,80463,9,10
682,121859,10,10
682,193687,9,9
682,208304,8,8
684,96329,2,3
684,96796,8,6
684,219711,7,5
686,68716,3,7
686,86442,5,5
687,162707,4,5
690,1721,4,5
690,47612,5,4
691,31625,7,7
691,37122,7,7
691,44077,6,7
691,68989,5,6
694,93458,8,9
696,121859,10,9
697,206613,1,4
698,22327,7,8
700,483,7,7
700,80463,9,10
700,90622,9,8
700,117041,8,9
701,6269,7,6
701,68989,6,4
701,122037,7,6
701,185310,8,6
702,32711,6,7
702,39095,6,5
702,61157,10,9
