"user","item","rating"
73,5962,5
73,7006,8
73,7679,5
73,7749,10
73,9680,9
73,9727,4
73,10148,10
73,10531,10
73,10628,10
73,14258,10
73,15530,7
73,17400,8
73,18287,10
73,19006,10
73,20108,8
73,20737,9
73,25731,6
73,26084,10
73,26485,7
73,32711,9
73,36964,9
73,37184,10
73,38648,2
73,39095,7
73,40998,8
73,41460,6
73,41492,7
73,43836,10
73,44077,7
73,45992,4
73,50408,10
73,51399,8
73,51895,3
73,54929,10
73,56397,10
73,60983,5
73,61157,10
73,63063,10
73,65602,10
73,65679,10
73,67003,4
73,68989,7
73,72481,8
73,72901,10
73,73967,9
73,75169,10
73,83601,5
73,83773,5
73,88269,2
73,94117,8
73,94997,10
73,96796,7
73,97111,3
73,97992,10
73,102328,1
73,104565,5
73,106977,10
73,111862,8
73,113740,9
73,114577,10
73,114613,3
73,116926,10
73,118322,10
73,119447,10
73,120169,10
73,121116,8
73,121609,7
73,121859,10
73,122037,9
73,122382,8
73,125294,9
73,127341,10
73,130970,10
73,131446,5
73,131669,10
73,132449,8
73,138830,10
73,145007,8
73,152830,8
73,155380,6
73,156148,10
73,156369,10
73,156908,10
73,159680,10
73,160731,7
73,162707,10
73,175218,7
73,176904,5
73,180276,7
73,181472,5
73,182280,8
73,192666,1
73,193687,9
73,194553,5
73,195268,6
73,196502,5
73,201897,7
73,202509,7
73,202543,5
73,205930,10
73,208748,7
73,211736,9
73,219711,5
74,1029,7
74,1561,8
74,7006,8
74,12006,4
74,14258,10
74,16066,2
74,26193,10
74,36151,1
74,50408,7
74,61157,10
74,65602,10
74,68570,9
74,68989,5
74,83601,5
74,89548,5
74,89855,5
74,97655,10
74,102328,1
74,113740,9
74,114613,1
74,121609,6
74,122037,8
74,125294,8
74,131791,2
74,131915,5
74,132860,10
74,143706,8
74,145007,7
74,155003,2
74,155380,5
74,156369,10
74,160731,6
74,179192,6
74,185310,8
74,193216,8
75,907,9
75,2127,7
75,3132,4
75,20737,7
75,23795,10
75,24309,10
75,25083,10
75,30030,5
75,31625,7
75,33006,5
75,43407,6
75,48463,7
75,54380,6
75,74617,10
75,93172,4
75,93891,10
75,115732,3
75,117041,8
75,119447,10
75,121859,8
75,130815,5
75,143604,3
75,156148,10
75,162783,4
75,192666,1
75,193687,8
75,194553,6
75,205930,10
75,208304,9
76,2111,8
76,31116,2
76,70692,10
77,52391,10
77,81498,10
77,117981,10
78,16546,4
78,68989,7
78,89855,6
78,98678,10
78,113740,9
78,122037,8
78,143706,8
78,162707,2
79,10148,10
79,20737,9
79,30030,7
79,38648,6
79,41492,2
79,56397,7
79,65602,10
79,97655,10
79,102328,10
79,117041,8
79,119447,10
79,156148,10
79,162707,7
79,179192,6
79,192666,5
79,193687,8
79,201897,8
79,211736,9
79,213358,9
80,31116,5
81,31116,8
82,31116,7
82,33216,10
82,131867,9
83,14258,10
83,17400,7
83,60983,5
83,68989,6
83,96796,7
83,126293,8
84,17761,5
84,22319,10
84,22327,8
84,31116,9
84,33216,9
84,65854,2
84,81470,10
84,113157,10
84,122905,1
85,63228,9
85,71636,10
85,74958,1
85,84859,4
85,109101,8
85,117981,10
86,31116,8
86,33216,10
86,71570,10
86,81470,10
86,99476,5
86,113157,10
87,907,9
87,3132,8
87,9680,8
87,10628,9
87,12107,10
87,12795,9
87,15406,6
87,20737,9
87,25083,10
87,27528,10
87,30030,7
87,31625,7
87,34219,10
87,48463,5
87,74617,10
87,80463,9
87,88269,5
87,93172,9
87,93891,10
87,97315,9
87,100855,10
87,111862,10
87,117041,8
87,121859,10
87,126924,10
87,127341,10
87,130815,10
87,156148,10
87,162783,9
87,163100,7
87,193687,8
87,194553,7
87,205930,10
87,208304,10
88,133,9
88,2127,7
88,6036,8
88,10148,10
88,10628,10
88,20737,8
88,23795,8
88,26084,10
88,33006,9
88,37122,9
88,43407,8
88,60983,6
88,65602,10
88,68989,7
88,75169,10
88,76524,10
88,76596,5
88,88269,10
88,96635,4
88,96796,7
88,97315,7
88,114613,1
88,115732,10
88,117041,8
88,121116,8
88,121859,10
88,156148,10
88,180504,8
88,192666,4
88,193687,9
88,196502,10
88,202509,8
88,209245,7
88,211736,8
88,216006,1
90,1347,1
90,6036,8
90,12006,10
90,22319,10
90,24294,10
90,54759,10
90,73107,4
90,110327,8
90,131791,10
90,135161,8
90,140729,10
90,155380,5
90,156148,10
90,159680,10
90,183960,10
91,1721,4
91,34328,7
91,50216,6
91,71570,10
91,71636,10
91,86442,5
91,93681,10
91,97992,8
91,131867,8
91,144908,2
91,216006,1
92,1029,9
92,5670,9
92,6036,8
92,7749,9
92,22319,10
92,24294,9
92,25013,10
92,35647,10
92,45992,3
92,54929,10
92,61157,10
92,63063,10
92,65602,10
92,73967,7
92,89548,8
92,97111,4
92,117041,8
92,119962,8
92,122037,9
92,155380,6
92,156908,10
92,180276,7
92,216793,10
93,31116,8
94,52391,10
94,117981,9
95,71636,10
95,84859,4
95,121469,5
95,147383,8
96,328,7
96,483,8
96,7749,9
96,10148,10
96,11861,8
96,12788,9
96,14258,10
96,31869,8
96,35647,10
96,51359,7
96,83773,6
96,89855,6
96,92078,8
96,97655,10
96,114577,10
96,117775,10
96,119962,9
96,121609,8
96,127514,6
96,162707,4
96,176744,5
97,6036,8
97,18287,6
97,54759,5
97,89855,6
97,104565,6
97,135161,8
97,140729,10
97,156148,10
97,159680,10
98,22319,10
98,31116,8
99,1721,8
99,2393,8
99,6932,6
99,33216,9
99,56116,8
99,71636,10
99,82962,1
99,93681,10
99,96663,10
99,99476,6
99,126047,6
99,144908,2
99,206613,8
100,6036,10
100,18287,8
100,24294,9
100,54759,5
100,135161,8
100,140729,10
100,156148,10
100,183960,10
101,483,6
101,5670,9
101,7724,7
101,10148,10
101,14258,10
101,17400,8
101,20737,7
101,22319,10
101,25083,10
101,25731,5
101,26193,10
101,26485,9
101,31869,8
101,35647,10
101,36964,7
101,45992,2
101,48463,5
101,60983,6
101,63063,10
101,65679,9
101,67003,5
101,68716,8
101,71636,10
101,73107,6
101,80463,9
101,83773,6
101,86832,10
101,90622,8
101,93681,10
101,96635,7
101,96796,8
101,102328,10
101,106977,6
101,111862,7
101,117041,8
101,119434,6
101,121609,5
101,121859,10
101,122382,6
101,127514,5
101,130970,10
101,147383,8
101,149421,4
101,156148,10
101,162707,4
101,173600,4
101,179192,6
101,180276,5
101,180504,8
101,184349,2
101,192666,8
101,193687,10
101,194553,6
101,201897,8
101,202509,8
101,208304,9
101,216006,1
102,31116,10
102,110327,8
103,11265,7
103,31116,10
103,33216,9
103,66787,7
103,71570,10
103,74099,8
104,6932,6
104,16066,8
104,22319,10
104,31116,9
104,33216,10
104,57238,10
104,71570,10
104,73728,8
104,81470,10
104,104785,8
104,143706,7
105,6036,8
105,6269,10
105,12513,10
105,16546,5
105,20108,7
105,22319,10
105,32711,9
105,40998,8
105,47612,5
105,50408,8
105,54759,5
105,68989,6
105,75169,10
105,76524,10
105,83773,5
105,89855,6
105,92078,6
105,97111,1
105,98678,10
105,101003,7
105,110327,6
105,116926,10
105,123702,10
105,126293,7
105,131669,10
105,131915,5
105,155003,2
105,159680,10
105,162707,4
105,184349,2
105,185310,8
105,195268,2
105,205702,10
105,205930,10
106,1561,7
106,9680,6
106,15530,9
106,19006,10
106,20737,8
106,24309,9
106,25731,4
106,26084,10
106,26193,10
106,31625,7
106,33006,6
106,34848,10
106,44077,6
106,48463,5
106,51359,4
106,51399,7
106,51895,3
106,68716,7
106,72901,1
106,80463,9
106,83601,5
106,86832,10
106,90622,8
106,93172,9
106,93891,10
106,117775,10
106,121859,10
106,128293,8
106,130815,8
106,130970,10
106,132449,8
106,143604,8
106,155380,5
106,156148,10
106,159680,10
106,179192,5
106,180504,8
106,192666,1
106,193687,9
106,194553,5
106,205930,10
106,208304,8
106,208748,6
106,209245,6
107,1029,6
107,6036,7
107,6437,6
107,12513,10
107,23795,4
107,65854,1
107,73967,7
107,83601,5
107,122382,6
107,126293,6
107,143706,10
107,155380,6
107,156908,10
107,182280,6
107,184349,2
107,196502,10
108,1721,5
108,34328,7
108,72946,9
108,109101,8
108,117981,10
108,121469,5
109,7006,8
109,34848,10
109,149421,5
109,150020,7
109,205702,10
110,6269,10
110,6437,6
110,7724,7
110,19006,10
110,20108,9
110,36964,10
110,60983,8
110,63063,10
110,86832,10
110,96635,5
110,97111,10
110,102328,10
110,117775,10
110,126293,8
110,162707,10
110,173384,10
110,176744,10
110,205930,10
111,907,5
111,12107,10
111,12795,6
111,27528,6
111,30030,4
111,31625,6
111,34219,8
111,36134,1
111,36583,7
111,44262,1
111,48463,2
111,54982,10
111,93458,5
111,100855,10
111,111862,6
111,115732,1
111,117041,8
111,121859,1
111,139552,10
111,201897,1
111,205930,10
112,9680,8
112,22319,10
112,34848,10
112,43715,10
112,47612,8
112,68716,10
112,73107,8
112,105660,10
112,119962,7
112,143604,7
112,149421,5
112,162707,9
112,179192,6
112,205702,10
112,205930,10
113,17761,5
113,22319,10
113,22327,7
113,71636,10
113,81470,10
113,85407,7
113,113157,10
113,122905,2
114,483,7
114,12513,10
114,20737,8
114,26084,7
114,54929,10
114,65679,6
114,67003,5
114,72481,8
114,73967,7
114,83773,5
114,102328,1
114,114613,1
114,117041,8
114,121205,6
114,125294,7
114,126293,8
114,155380,6
114,156369,10
114,176904,5
114,180276,5
114,193216,8
114,196502,8
114,205930,10
115,483,6
115,7006,10
115,7724,7
115,17400,8
115,36964,7
115,43715,10
115,54929,10
115,60983,4
115,72481,8
115,94117,5
115,102328,8
115,104401,5
115,106977,10
115,130970,10
115,176744,5
115,180276,6
115,180504,8
116,483,7
116,5962,9
116,6036,8
116,6437,7
116,7724,7
116,7749,8
116,12513,10
116,19006,10
116,35647,10
116,65679,7
116,67003,5
116,68989,6
116,83773,6
116,89855,6
116,102153,8
116,104565,9
116,107776,6
116,114613,1
116,117775,10
116,118322,10
116,121205,8
116,132860,10
116,155380,5
116,159680,10
116,162707,3
116,175218,8
116,181472,7
116,205930,10
116,208748,8
116,211736,9
117,907,10
117,9727,5
117,25083,10
117,31625,7
117,43407,5
117,93172,7
117,93891,10
117,121859,6
117,130815,8
117,143604,3
117,156148,10
117,192666,1
117,202509,8
117,205930,10
117,208748,6
119,1561,7
119,5670,8
119,7724,7
119,9727,4
119,12006,7
119,26084,8
119,26485,7
119,31869,7
119,36964,7
119,39095,6
119,40998,8
119,43715,10
119,45992,6
119,51359,7
119,51399,7
119,54929,10
119,56397,5
119,63063,10
119,65602,10
119,65679,4
119,67003,4
119,68716,8
119,68989,6
119,72481,8
119,73967,7
119,76524,10
119,83601,5
119,83773,6
119,88269,2
119,89543,8
119,91375,7
119,94117,5
119,94997,7
119,96796,7
119,97111,1
119,102153,7
119,102328,1
119,104565,6
119,106977,10
119,107776,6
119,113740,9
119,114613,1
119,122382,5
119,125294,7
119,126293,7
119,130970,10
119,131446,5
119,143706,10
119,152830,5
119,155380,5
119,156369,10
119,156908,10
119,162707,2
119,173384,8
119,173600,6
119,176744,1
119,176904,5
119,180276,7
119,194553,5
119,196502,10
119,202509,7
119,205930,10
119,208748,6
119,211736,9
119,216793,6
120,52391,10
121,10628,8
121,14258,10
121,20737,9
121,25731,4
121,33006,10
121,36964,7
121,37122,5
121,37184,9
121,44077,6
121,51399,6
121,60983,6
121,68989,6
121,75169,10
121,110261,5
121,113740,9
121,114577,10
121,121116,7
121,121859,10
121,122382,6
121,135273,6
121,162707,4
121,173384,8
121,180276,5
121,192666,1
121,193687,8
121,194553,5
121,208516,8
121,213358,4
122,33006,6
122,121859,10
122,152830,3
122,156148,10
122,192666,1
122,193687,8
122,208748,5
123,483,7
123,6437,7
123,11861,7
123,12513,10
123,16546,2
123,26084,10
123,38648,6
123,61157,10
123,65679,6
123,83773,6
123,89855,6
123,94117,7
123,102153,9
123,102328,10
123,107776,6
123,117775,10
123,130970,10
123,143706,10
123,162707,3
123,179192,8
123,180276,7
123,208516,8
124,22319,10
124,34328,7
124,71636,10
124,85407,9
124,86442,7
124,113157,10
125,1721,5
125,34328,7
125,71570,10
125,71636,10
125,74958,1
125,96663,7
125,117981,10
126,7724,7
126,10148,10
126,18287,7
126,39095,5
126,54929,10
126,68570,7
126,68716,7
126,68989,6
126,83773,6
126,89855,6
126,97655,10
126,107776,2
126,111862,7
126,126293,6
126,132860,10
126,135273,6
126,180276,5
126,180504,8
126,184349,2
127,328,7
127,6437,6
127,7679,5
127,12006,7
127,83773,7
127,89855,6
127,96796,8
127,98678,10
127,113794,5
127,121609,5
127,126293,7
127,132860,10
127,138830,10
127,152029,4
127,156369,10
127,180504,8
128,7138,6
128,51895,7
128,52391,10
128,56116,9
128,74958,1
128,81498,9
128,84859,5
128,98369,5
128,101963,8
128,202830,8
129,483,7
129,6036,8
129,6269,9
129,6932,5
129,7006,8
129,7724,7
129,10148,10
129,14258,10
129,19006,10
129,24294,10
129,26084,10
129,34848,10
129,36964,8
129,39095,8
129,40998,8
129,43715,10
129,50408,10
129,56397,6
129,60983,7
129,65679,4
129,67003,6
129,68989,6
129,72481,8
129,73967,8
129,86832,10
129,92078,4
129,96796,7
129,98678,10
129,102153,5
129,107776,8
129,117041,8
129,119962,7
129,120169,7
129,125294,9
129,126293,9
129,130970,10
129,131669,10
129,156908,10
129,159680,10
129,173384,9
129,175218,8
