user,item,rating,predict
196.0,207.0,0.5,2.95001033816
114.0,8.0,3.5,3.00683257249
1386.0,92.0,3.0,2.55058715341
1501.0,210.0,3.5,2.37077834059
479.0,278.0,4.0,3.36805585954
1042.0,805.0,3.5,3.47628534718
348.0,205.0,2.0,3.00498183672
1474.0,256.0,3.5,2.44715137775
424.0,220.0,3.5,2.48918110892
997.0,4.0,4.0,3.35519831417
453.0,13.0,1.0,2.09027637855
68.0,205.0,4.0,3.82021817028
613.0,253.0,1.5,2.94799792818
241.0,253.0,3.0,2.95307755035
1146.0,244.0,1.5,2.23259749538
1373.0,215.0,2.5,2.82734443674
485.0,216.0,3.5,3.26631957968
384.0,239.0,4.0,2.89380381017
445.0,217.0,2.0,2.2835535485
805.0,234.0,3.0,2.93812699444
1040.0,1098.0,2.5,3.08814720569
1173.0,1884.0,3.5,2.94387869068
272.0,681.0,1.5,2.73742498344
1414.0,220.0,2.0,2.54857913793
705.0,215.0,3.0,3.29547258861
750.0,8.0,0.5,1.30489833472
193.0,3.0,3.0,3.08528797483
110.0,605.0,3.0,3.0505099469
1295.0,1.0,2.0,2.19753004796
1451.0,249.0,2.5,2.96432375319
871.0,6.0,2.5,2.17544513619
1212.0,17.0,4.0,3.07230510481
515.0,210.0,3.0,3.10121819
836.0,47.0,3.0,3.15901197162
1173.0,1867.0,4.0,2.96209462471
1356.0,213.0,1.5,2.52266528395
557.0,254.0,3.0,2.77052025622
1496.0,2.0,2.0,3.33869972629
452.0,264.0,3.5,3.29343550074
794.0,207.0,4.0,3.2196231848
272.0,847.0,1.5,2.73659095405
339.0,1.0,4.0,3.33413681342
124.0,4.0,1.5,2.74114437355
845.0,265.0,3.0,3.28434825296
352.0,207.0,4.0,2.94092104293
1252.0,254.0,2.5,2.96848364884
1439.0,239.0,2.5,3.00772182721
947.0,254.0,2.5,2.97777557543
1283.0,13.0,2.5,3.47972194265
1263.0,255.0,1.5,2.7507677319
453.0,235.0,1.0,1.51255469651
1147.0,529.0,3.0,2.71382903939
1189.0,378.0,3.0,2.91164637816
788.0,205.0,2.5,2.84412629238
526.0,11.0,2.0,2.79692547511
293.0,244.0,3.0,2.81782157646
810.0,217.0,2.0,2.95798760799
1386.0,215.0,4.0,2.86815984139
518.0,9.0,2.0,3.50577054526
637.0,1.0,0.5,2.74409263666
128.0,252.0,2.0,2.3250487541
439.0,220.0,3.0,3.1145018438
300.0,1065.0,1.5,2.60984540935
1346.0,12.0,1.0,2.75684081352
124.0,11.0,3.5,2.93423375289
836.0,244.0,3.5,2.90097827386
670.0,1420.0,3.5,3.02371125557
548.0,12.0,1.0,2.30242329421
1461.0,251.0,3.0,2.86231520384
176.0,2.0,3.0,2.6253313018
464.0,121.0,3.0,3.24591611958
754.0,10.0,4.0,3.13015741642
510.0,753.0,3.5,3.103111322
1363.0,207.0,1.5,2.83681319723
1304.0,7.0,4.0,3.08592026774
98.0,432.0,4.0,3.51893027321
1272.0,17.0,3.0,3.08544157922
302.0,241.0,3.0,2.86204574103
1478.0,8.0,2.0,3.04785926953
1302.0,4.0,3.0,3.41880757748
1478.0,211.0,2.0,3.04451835825
412.0,13.0,4.0,3.02250095848
663.0,12.0,2.5,2.97245440555
677.0,248.0,3.0,2.97842672254
1191.0,17.0,1.5,3.12610947102
161.0,295.0,3.0,2.86683371407
478.0,473.0,4.0,2.43544841463
1132.0,215.0,4.0,3.48599118355
442.0,247.0,3.0,2.951696249
537.0,9.0,4.0,2.73392692148
91.0,568.0,1.5,3.0793549931
900.0,1.0,3.0,2.26498721995
1352.0,245.0,3.5,3.36938726978
1437.0,880.0,3.5,3.29564430981
91.0,570.0,3.5,3.0793549931
1271.0,206.0,3.5,3.08291404851
161.0,658.0,3.5,3.03715437149
478.0,12.0,2.5,2.20126190191
757.0,205.0,3.0,3.07435728349
1502.0,214.0,3.0,2.82736224797
199.0,875.0,1.5,2.00927263263
724.0,2.0,4.0,3.83050831077
1417.0,607.0,3.5,3.17654829461
736.0,11.0,0.5,3.54971782499
844.0,207.0,3.5,3.01105679534
1158.0,211.0,4.0,3.64195586831
670.0,1433.0,3.5,3.02371125557
567.0,5.0,4.0,3.42414695418
851.0,4.0,1.0,3.38894376727
121.0,121.0,3.5,3.12207406686
861.0,1.0,4.0,3.39999850043
928.0,217.0,2.5,2.97417263077
1231.0,241.0,3.0,3.1830957619
1187.0,744.0,2.5,2.70186760218
1431.0,215.0,3.5,3.2609949374
1453.0,241.0,2.5,2.80075103107
97.0,233.0,3.0,2.74676468555
272.0,889.0,3.0,2.64167745929
274.0,253.0,4.0,3.6596248653
597.0,11.0,4.0,3.6478268165
1343.0,251.0,2.5,2.91129661582
1189.0,8.0,3.0,3.21329628315
746.0,84.0,4.0,3.12198181908
219.0,842.0,4.0,3.22339269747
1453.0,8.0,3.0,3.09074188281
157.0,219.0,3.0,3.27271050943
161.0,739.0,2.0,2.66095136113
928.0,11.0,4.0,3.43432043931
841.0,236.0,3.0,3.18982421615
744.0,4.0,3.5,3.29184773556
190.0,252.0,2.0,2.69083414007
724.0,233.0,3.5,3.52175905552
197.0,251.0,3.0,2.80514903064
1283.0,241.0,2.5,3.13476169416
352.0,254.0,3.0,2.97627282175
161.0,759.0,2.0,2.75576694724
99.0,12.0,2.0,2.71675077
1115.0,216.0,4.0,3.28104517593
613.0,220.0,2.0,2.96202070525
1203.0,207.0,4.0,3.37213920241
1034.0,1824.0,3.0,3.15189756493
520.0,5.0,2.5,3.4617233244
380.0,217.0,3.0,2.88401092853
1085.0,10.0,3.0,2.7760635281
319.0,219.0,3.5,2.32863102048
630.0,205.0,3.0,3.00135341018
505.0,254.0,3.5,2.6946015469
1157.0,436.0,2.0,2.83925157144
907.0,248.0,3.0,2.30814945382
1184.0,215.0,3.0,3.31329685329
1238.0,246.0,4.0,3.48093957182
1387.0,3.0,2.5,3.18916456013
442.0,84.0,3.0,2.89493673542
548.0,212.0,4.0,2.37833937826
1436.0,10.0,4.0,3.01745882978
272.0,765.0,1.5,2.72018360413
294.0,235.0,2.0,2.3209430018
78.0,356.0,3.0,2.64467719863
969.0,1730.0,2.0,2.83142904663
1069.0,121.0,3.0,2.91049245056
1173.0,11.0,0.5,3.32034542739
606.0,216.0,2.5,2.09770438853
1091.0,250.0,4.0,3.53640862251
1006.0,121.0,2.5,2.93921282348
666.0,10.0,2.0,2.50943009588
942.0,5.0,4.0,3.40418708821
445.0,7.0,3.5,2.51796747796
1299.0,17.0,3.5,3.18294265155
1218.0,233.0,4.0,2.9480595497
314.0,251.0,4.0,3.15315062762
120.0,13.0,3.5,3.48483902851
1034.0,9.0,3.0,3.33983665101
291.0,251.0,4.0,3.18547556101
762.0,215.0,4.0,3.6790225009
750.0,250.0,0.5,1.29625460276
334.0,216.0,4.0,2.97286459469
834.0,253.0,4.0,2.8035714124
1501.0,220.0,2.5,2.45146119084
1039.0,145.0,3.0,2.70662466771
1234.0,206.0,3.5,3.30874713432
507.0,8.0,3.5,3.58351939771
1154.0,214.0,0.5,3.09400863284
821.0,253.0,4.0,3.47388672105
187.0,10.0,1.5,2.83290252299
1499.0,239.0,3.0,3.21662777414
380.0,206.0,3.5,3.07385138485
626.0,299.0,3.5,3.31874408702
1139.0,216.0,2.0,2.36724933265
817.0,121.0,2.5,3.34169335355
1271.0,244.0,2.0,2.71872096627
1295.0,239.0,2.0,2.13163389018
91.0,393.0,4.0,3.13460796416
265.0,212.0,3.5,3.24417572206
355.0,472.0,3.0,2.49799090748
591.0,398.0,3.5,3.34598858942
507.0,216.0,3.0,3.26526121636
1286.0,244.0,3.0,3.05537560099
1457.0,11.0,4.0,3.67123409012
1386.0,196.0,2.5,2.66679648935
673.0,235.0,2.0,2.09378720662
272.0,944.0,1.5,2.7006487951
1486.0,250.0,3.5,3.4840626342
420.0,210.0,2.5,2.53342683482
557.0,205.0,3.0,2.84261948395
761.0,205.0,2.5,3.25911956253
658.0,248.0,4.0,2.94301587327
586.0,1369.0,4.0,3.14048003779
883.0,30.0,4.0,3.35480290535
335.0,205.0,3.0,3.12054705555
1416.0,9.0,4.0,3.48018465473
328.0,17.0,2.5,2.75375978855
1161.0,216.0,4.0,3.40978865961
1094.0,213.0,4.0,3.37258526346
963.0,1670.0,1.0,2.72281102586
1500.0,254.0,3.5,2.35678266638
1299.0,1362.0,3.0,3.14370640911
815.0,8.0,1.0,1.98428700763
759.0,205.0,2.0,2.99607855671
1396.0,12.0,1.5,2.72129699136
29.0,267.0,0.5,2.93463875378
598.0,11.0,4.0,3.86696322291
946.0,219.0,1.5,2.92228450574
459.0,215.0,2.5,3.22470425285
411.0,233.0,4.0,3.15740890305
199.0,126.0,4.0,2.17713924989
272.0,983.0,2.5,2.63040789263
788.0,243.0,2.5,2.50040455949
872.0,8.0,3.0,3.17812489118
3.0,163.0,3.0,2.78361580591
1065.0,1840.0,1.5,3.08942649371
638.0,255.0,3.5,3.25766120793
544.0,244.0,3.5,3.27628716692
1234.0,5.0,3.5,3.39988860772
947.0,246.0,3.0,2.96187885391
67.0,211.0,3.0,3.3637203561
1338.0,243.0,3.5,2.19802790249
702.0,1498.0,3.0,3.12216832251
1304.0,11.0,4.0,3.31165414683
1060.0,866.0,1.5,2.68958323279
504.0,84.0,2.5,2.9082748113
272.0,313.0,3.0,2.79736992273
126.0,236.0,4.0,3.16756691782
1489.0,214.0,4.0,3.53265250011
1039.0,8.0,3.0,2.86238962142
1147.0,699.0,4.0,2.9313885845
300.0,638.0,1.5,2.85349032868
28.0,255.0,3.5,2.81791563232
1244.0,2.0,0.5,2.74665535825
272.0,204.0,4.0,2.72106876038
557.0,10.0,3.5,2.76499254921
395.0,233.0,2.5,2.509029681
1167.0,8.0,4.0,3.28339448197
392.0,219.0,4.0,3.6349752989
1458.0,216.0,4.0,3.61628545846
308.0,1090.0,4.0,2.68839875928
537.0,245.0,3.0,2.49791682748
566.0,256.0,3.0,2.54800884572
353.0,217.0,4.0,2.42413569922
772.0,207.0,4.0,2.90004222287
948.0,239.0,3.5,3.04941002763
1228.0,220.0,3.0,2.78336813447
550.0,262.0,2.5,2.92531926704
86.0,4.0,4.0,3.91856281519
1257.0,207.0,2.5,3.02564154822
1491.0,207.0,2.5,2.63955276141
48.0,11.0,4.0,3.46332830974
797.0,219.0,3.5,2.7465274958
427.0,249.0,3.5,2.70861348679
1451.0,2.0,2.0,3.37748710017
845.0,307.0,4.0,3.63655868482
1089.0,256.0,3.5,2.18656957761
199.0,302.0,3.5,2.125025655
199.0,7.0,3.0,2.23902406008
1290.0,13.0,3.0,3.3107169527
748.0,215.0,4.0,3.25971160213
1483.0,206.0,3.0,2.73876440589
745.0,257.0,2.0,2.87338684727
922.0,13.0,3.5,3.25312366835
888.0,2.0,4.0,3.33502027563
271.0,6.0,3.5,2.48715093591
1363.0,239.0,2.5,2.8954006221
912.0,2.0,4.0,2.97412483348
1454.0,210.0,2.0,2.252313807
634.0,12.0,2.0,2.52646371472
890.0,253.0,3.5,3.13518350853
95.0,121.0,3.5,3.23158121958
1161.0,1.0,3.5,3.52441576023
570.0,234.0,3.0,3.00983897456
1039.0,1078.0,3.0,2.61246210038
1386.0,8.0,3.5,2.87867068284
1304.0,207.0,3.5,2.80114212774
1226.0,233.0,4.0,2.90863181162
363.0,239.0,3.0,3.02636418232
197.0,247.0,3.0,2.67765618514
1289.0,216.0,2.5,2.89784229412
561.0,217.0,2.5,2.850006005
616.0,207.0,3.0,2.77782413611
1326.0,205.0,3.5,2.86164242742
538.0,17.0,2.0,3.26811421745
1069.0,10.0,2.0,2.87856770097
544.0,234.0,3.5,3.43086935409
250.0,214.0,2.5,2.76477739994
1304.0,241.0,1.0,2.83926593938
1470.0,207.0,3.0,2.81075241007
311.0,806.0,3.5,3.02399853879
1168.0,342.0,4.0,3.42328717397
346.0,10.0,3.5,3.18137442119
188.0,583.0,4.0,2.98428495403
83.0,216.0,3.0,2.85764504454
1269.0,805.0,3.5,3.36807882311
478.0,582.0,0.5,2.36878174796
1249.0,5.0,3.5,2.91819173613
1209.0,210.0,3.0,2.59220206222
1147.0,597.0,1.5,2.62055924167
818.0,245.0,3.0,3.18904933499
963.0,1671.0,3.0,2.72281102586
917.0,235.0,0.5,2.48618383818
1228.0,1.0,3.0,2.89330284204
847.0,11.0,1.5,3.46637686269
1286.0,243.0,2.0,2.94309329003
553.0,12.0,4.0,2.85446489632
374.0,5.0,2.0,2.73848950735
323.0,15.0,1.5,2.96120728626
1289.0,5.0,3.0,3.21933195237
1150.0,217.0,3.5,3.05238327006
887.0,11.0,4.0,3.6005705584
1444.0,247.0,0.5,2.3014392686
1050.0,234.0,2.0,2.55853518612
1244.0,1019.0,0.5,2.55985314911
507.0,4.0,4.0,3.57282737408
1073.0,254.0,3.5,3.41618622568
404.0,235.0,4.0,3.07012324344
1388.0,214.0,0.5,2.18291497817
1147.0,696.0,3.5,3.13080683431
1002.0,219.0,0.5,2.56962806335
484.0,207.0,2.0,2.84876213476
507.0,206.0,4.0,3.4956094012
1458.0,251.0,4.0,3.75898919432
1147.0,512.0,4.0,3.04550786748
764.0,594.0,3.0,2.93685909024
386.0,206.0,3.5,3.31783903476
1357.0,397.0,3.5,3.31083415661
987.0,206.0,3.0,2.88706508264
1095.0,6.0,2.5,3.08854304871
1291.0,219.0,3.0,3.61851911012
1304.0,252.0,0.5,2.7262169822
202.0,84.0,2.0,2.7052256081
397.0,207.0,2.0,2.84925109572
302.0,1.0,2.0,2.94840551203
538.0,4.0,3.5,3.39483585636
1425.0,247.0,2.0,2.54942421361
1414.0,253.0,2.0,2.53455636086
412.0,7.0,4.0,2.92419503835
411.0,254.0,3.5,3.16324296959
1415.0,4.0,3.5,3.13668620072
280.0,245.0,2.0,2.22743253289
1175.0,257.0,2.5,2.71440615897
958.0,212.0,2.0,2.23737943149
294.0,250.0,2.5,2.83505155513
490.0,252.0,3.0,2.82419849403
585.0,214.0,3.0,2.42721959322
1096.0,219.0,4.0,3.63257584432
984.0,5.0,2.5,3.08596137582
338.0,233.0,3.0,3.1455277084
384.0,3.0,2.0,3.0100479241
781.0,212.0,3.5,3.34528853456
95.0,245.0,3.5,3.25580667264
64.0,247.0,2.0,3.04348517089
559.0,248.0,2.0,1.98784963043
585.0,212.0,0.5,2.44830056799
63.0,345.0,3.5,3.33166495987
1108.0,252.0,4.0,2.65666016821
898.0,1288.0,3.5,3.15175669922
867.0,4.0,4.0,2.82416979521
1361.0,239.0,3.5,3.20367295461
1126.0,219.0,3.0,3.47498889745
657.0,246.0,2.5,2.69536995428
200.0,217.0,3.5,3.30001872709
631.0,215.0,3.5,2.83177884367
249.0,233.0,3.0,2.71151361194
589.0,9.0,4.0,3.46970492668
308.0,13.0,1.0,2.90070308448
981.0,219.0,3.0,3.01166278861
352.0,252.0,4.0,2.86599589739
