"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"192474881087926","filmmak-0.555655172019774","documentari-0.495655172019774","parti-0.408613960753735","for-0.325460351418805","outside-0.285025542601747","unforgetable-0.285025542601747","bands-0.25724776482397","countdown-0.25724776482397","dancing-0.25724776482397","year-0.254916343982856","new-0.235475095590803","count-0.229469987046192","drop-0.207043461433481","alexand-0.205218390673258","categori-0.205218390673258","docmak-0.205218390673258","filmmaker-0.205218390673258","titolo-0.205218390673258","biggest-0.196972070339461","hard-0.19274976218821","friendship-0.189906196176159","djs-0.188930219861822","guitar-0.188930219861822","info-0.188930219861822","stage-0.188930219861822","moder-0.185218390673258","panelist-0.185218390673258","celadon-0.180809154778201","big-0.176500803834844","rock-0.173914431490636","nomin-0.173519140658835","screen-0.173519140658835","section-0.173519140658835","vietnam’-0.173519140658835","sinh-0.172831854904277","affair-0.165218390673258","aeon-0.163188009403752","power-0.162875288771372","the-0.161933672026114","officer-0.158779828775511","state-0.153519140658835","unite-0.153519140658835","cafe-0.150081626070426","independ-0.149071292232106","discuss-0.145218390673258","down-0.14031850466761","mall-0.139894122269173","academi-0.138779828775511","award-0.138779828775511","public-0.138779828775511","hoa-0.132705682220797","book-0.131593266044608","lead-0.129071292232106","and-0.128151290182002","nghiep-0.126400979372645","sonata-0.122391007052814","last-0.120259840404386","mua-0.11871011866393","“vietnam-0.117941603835206","global”-0.117941603835206","ifd-0.117941603835206","nhap”-0.117941603835206","ban-0.117876692016357","night-0.117125705952901","tuyet-0.115650370694902","join-0.11461425110256","tan-0.114133981343945","was-0.113519140658835","phu-0.113276625628604","internat-0.11272109262172","nhung-0.111045931754641","xuan-0.110120640629989","vien-0.109936811188422","follow-0.109071292232106","which-0.108058770770707","“viet-0.106447350961643","chu-0.106219738308526","com-0.106134464465521","voi-0.103553645953692","some-0.102632730334359","khong-0.102526799528819","vietnam-0.102346630372145","te”-0.0997236440568017","all-0.099289416846658","winter-0.0959592889911397","“ngay-0.0949530980880794","crescent-0.0949530980880794","duc-0.0933431831916627","tuan-0.0932457132125136","that-0.0912978303927421","giao-0.0909954384209148","awake-0.0892253872492427","ayp-0.0892253872492427","vietnamnet-0.0892253872492427","nhac-0.08854088729943","day-0.0867398661805797","you-0.0864214559488395","hoi-0.0859127407303055","will-0.0858609592283498","nghia-0.0834173489632208"
"192639284405898","suppli-0.409243256270837","chain-0.389666015738816","barcamp-0.376054642594976","abam-0.34014097901645","camp-0.32739460501667","talent-0.304413425075722","young-0.299718346134641","the-0.251625002712102","student-0.232960629902361","and-0.199496780600598","vsc-0.19360225535213","friendship-0.189906196176159","event-0.189665811109979","prisma-0.18852083132714","run-0.17522196936855","career-0.174720472426771","industri-0.174720472426771","hoi-0.160353768512531","★-0.15609559396032","countdown-0.149369669897789","nhac-0.147633615908324","offline-0.138669879377791","giao-0.134341658522982","both-0.13092436676935","ban-0.127179369689592","chu-0.125602069316635","opportun-0.123782638028713","“vietnam-0.117941603835206","global”-0.117941603835206","ifd-0.117941603835206","nhap”-0.117941603835206","thao-0.116425062285422","wonderland-0.116061401338142","nam-0.115663620668439","beng-0.113380326338817","internat-0.11272109262172","nguyet-0.110679210829159","unilev-0.110332468103902","barcampsaigon-0.107444183598564","cong-0.107189444905186","“viet-0.106447350961643","voi-0.105763450016939","chet-0.105474970918943","train-0.104914713500412","one-0.10276173985509","te”-0.0997236440568017","will-0.0988424086212972","vietnam-0.0986677334533834","allday-0.0968011276760651","industry’-0.0968011276760651","yearsexperience-0.0968011276760651","bring-0.0960565006079357","“ngay-0.0949530980880794","crescent-0.0949530980880794","cau-0.0942671739882056","nay-0.0921442450583309","quoc-0.0912933264063879","quanh-0.0910595282922666","thuc-0.0905157473537418","bqt-0.0877236623069121","khoanh-0.0875567724680294","advic-0.0873671654119142","oneday-0.0873671654119142","resourc-0.0873671654119142","universities-0.0873671654119142","vocat-0.0873671654119142","new-0.0865672792888642","muon-0.0865465828963203","organ-0.0860898363594088","khu-0.0853093387977933","hoa-0.084058450732963","duc-0.0809069551094657","nhung-0.080660519967573","pham-0.0806433762868236","vuc-0.079519888909448","thieu-0.0793035185885133","been-0.0785412720834808","three-0.0779332031477633","dem-0.0762604387532422","that-0.0752748045747661","issu-0.0748961456488259","offlin-0.0737674810269806","largest-0.0724146889900165","organis-0.0724146889900165","from-0.0723957060749523","global-0.0719645923409529","khan-0.0694632777947747","luu-0.0694582274398317","–-0.068737846248626","hang-0.0686936360908922","nguoi-0.0686237572790708","human-0.0684992408836123","insight-0.0684992408836123","van-0.0682106623225609","trao-0.0678065392080761","startup-0.0675765927916785","saigon-0.0671337612180464","nghia-0.0669789263987564","gia-0.066827538635884","this-0.0668085944850929"
"193016494372691","and-0.348825852290396","abam-0.34014097901645","live-0.323241049406146","the-0.295353486195886","jameson-0.23135885421178","band-0.226693803972636","nhac-0.208603234302841","cac-0.196411595852716","kop-0.196068526120947","seighart-0.196068526120947","set-0.190158598518973","prisma-0.18852083132714","jann-0.176063109004998","run-0.17522196936855","ban-0.175137563486909","nguyen-0.167387191702713","jam-0.165218390673258","his-0.157062166817888","pham-0.143834283380528","giao-0.142417517634059","muta-0.140850487203999","offline-0.138669879377791","pot-0.138222679606909","gem-0.136629244613256","dang-0.135553705905804","bui-0.134036662909014","for-0.131916121969468","wild-0.13075675128509","indie-0.130712350747298","salmon-0.130712350747298","melt-0.129491896014056","hoi-0.127380153597527","nghe-0.126248404217821","gia-0.124235720148288","duoi-0.124019126424441","tham-0.116856255088993","cajon-0.11567942710589","khiem-0.114345189506502","beng-0.113380326338817","with-0.112539323021964","ngoc-0.111934458163041","gio-0.110211908829637","duoc-0.107513388212067","cho-0.105992040327822","languag-0.105875269419886","hotforex-0.105637865402999","giai-0.104229072731857","tai-0.102795665252747","music-0.102450714360402","acoust-0.102346093772557","book-0.100794842076721","more-0.100766511896544","nen-0.100444215576618","nghĩa-0.098520420570882","phap-0.0972651536975855","free-0.0954727326083226","danh-0.0945065259462365","khac-0.0937475123905749","nhan-0.0936608009922691","dance-0.0926062718760152","raver-0.0922974152440612","snake-0.0922974152440612","update-0.0922974152440612","hoang-0.0911286580382146","tang-0.0908232801692861","guitar-0.0906865055336748","tich-0.0894540577363866","trien-0.0891206289292991","deal-0.0878821226985415","bqt-0.0877236623069121","moi-0.0872273186258524","sau-0.0867441491252717","artist-0.0859862730555044","voi-0.0854518885558995","will-0.0852396633159436","dien-0.0840754953385009","dem-0.083387781507783","trao-0.0833616514978882","phan-0.0830884626444238","flag-0.0821274976425056","toi-0.0818417746805212","hoinghinhansuvietnam-0.0807946419973457","httpvietnamhrsummitvnagenda-0.0807946419973457","httpvietnamhrsummitvnregisterbookyourstand-0.0807946419973457","httpvietnamhrsummitvnregisterfreeregistrationform-0.0807946419973457","httpvietnamhrsummitvnregisterpaidregistrationform-0.0807946419973457","vietnamhr-0.0807946419973457","vietnamhrsummit-0.0807946419973457","vnhrsummit-0.0807946419973457","loud-0.0807638331424091","our-0.080724536311387","lineup-0.0802468382580308","post-0.0797569367345593","come-0.0793878769097584","rieng-0.0789980681101943","chung-0.0784930886539439","kien-0.0770489207070378","hang-0.0766143113403672","gun-0.0765740263706187","hardcor-0.0765740263706187"
"193719064300608","rock-0.64805499424934","and-0.565269932578691","nhac-0.470423343558693","neighbour-0.446126936246213","the-0.408331194258248","late-0.405199687555462","bad-0.402648675376648","nola-0.38003405680233","night-0.376462318297603","latin-0.359170414507083","readi-0.338428082900698","will-0.321416105358488","wild-0.315700985084722","standup-0.306210248221474","his-0.303087532724248","ranger-0.299636801379122","funk-0.281663651226351","datodeo-0.277322149558457","phonks-0.277322149558457","cua-0.273419155234217","blue-0.256999682917613","best-0.250990409121119","turntabl-0.25029512253143","vinyl-0.25029512253143","live-0.250290772237162","beer-0.245232736074456","guard-0.241433400792068","with-0.234519476034722","edit-0.234485325214642","groov-0.234485325214642","prize-0.23438021142914","heavi-0.223268095504403","strict-0.223268095504403","cuti-0.223063468123107","termin-0.220498084134831","you-0.219915051460109","soul-0.219244974840482","cash-0.217903989027362","support-0.208511934838157","javana-0.206570405546232","entri-0.203417617361129","saigon-0.200561229343577","perform-0.196900977129791","disco-0.196241068477376","kop-0.196068526120947","seighart-0.196068526120947","choos-0.194374577262657","bat-0.19041102310562","ban-0.181225523110509","brand-0.180431271160588","entrance-0.179585207253541","fuzzi-0.176398467307865","audienc-0.175377990861301","superior-0.174420665178522","select-0.171730511839308","cac-0.171162289536676","win-0.170845165497951","bring-0.170567847498951","christma-0.169214041450349","down-0.168701056395005","jameson-0.165256324436986","cho-0.164942283991433","get-0.164420766269444","sound-0.160513282129069","lai-0.157100445174881","dem-0.152832531407715","nguoi-0.151266895561012","logic-0.151218884548106","tune-0.150847639973381","luon-0.149956700217385","old-0.149506563248338","show-0.146618186191941","lay-0.14602536590636","band-0.143673534271104","thap-0.143649319411196","danc-0.143424951980433","music-0.141674906871506","apollo-0.138222679606909","before-0.138222679606909","gian-0.135781294478968","big-0.135267842938973","gio-0.134147220389593","parti-0.132523446730941","short-0.132171265500487","vao-0.131378151470787","indie-0.130712350747298","salmon-0.130712350747298","khau-0.127518268080962","blues-0.12667801893411","now-0.126486787646761","door-0.12643231074144","nhung-0.12408132108425","who-0.1240133565322","soi-0.123390370281342","mot-0.123327138530545","alternat-0.122153803972177","nhuyen-0.122153803972177","catagori-0.120716700396034","lastest-0.120716700396034","nbs-0.120716700396034"
"195686584102673","ảm-0.540048396508574","quóc-0.540048396508574","thỏ-0.540048396508574","vùng-0.540048396508574","lãnh-0.487416817561206","lón-0.45662931752325","lẽ-0.434785238613837","vie�t-0.434785238613837","nhát-0.417841654672397","thu�c-0.403997738575882","su�-0.392292874295016","của-0.365210075725029","ho�i-0.351366159628513","vói-0.334422575687073","bieu-0.328550696387055","gia-0.286653122537565","don-0.239258577370336","nhat-0.236351983081556","sseayp-0.228020434081398","nam-0.224647943303822","tham-0.215716304857858","voi-0.207498583335885","ban-0.201336380395657","dai-0.199880287122678","sinh-0.198392701492785","nhung-0.192459320991184","celadon-0.180809154778201","aupair-0.171015325561048","httpwwwglobalvietnamaupaircomangkythamgiahoithaoaupairngayhtml-0.171015325561048","lanh-0.170975447858897","den-0.166472421832181","asean-0.165634769146784","hon-0.165502394812451","ngay-0.163525162675233","aeon-0.163188009403752","giang-0.160657437111978","tre-0.15533378115839","nuoc-0.1506913250702","countdown-0.149369669897789","mua-0.148144503165052","nghiep-0.146909321636634","gom-0.146450455511147","nien-0.141417738960278","mall-0.139894122269173","dao-0.138567185017076","seo-0.135259909199537","xinh-0.133891799208635","tau-0.133622044893763","thanh-0.130430976476803","–-0.12646423782268","cung-0.123000155465784","sonata-0.122391007052814","dong-0.121785228333719","moi-0.119015334296805","rieng-0.114677309518461","tan-0.114133981343945","trong-0.114088738453426","thu-0.113979915591959","lan-0.112908737240632","lai-0.110394994462032","unilev-0.110332468103902","tai-0.108634911080577","dieu-0.107891782247597","nhieu-0.107399203055856","len-0.105932202665109","tiep-0.1053894299391","global-0.104348658894382","cua-0.103583080497256","nay-0.103335464801899","chao-0.10177397693517","hen-0.0981699726214071","winter-0.0959592889911397","nhan-0.0952323284630944","wonderland-0.0932898605692661","tuan-0.0932457132125136","click-0.0917672005249906","that-0.0912978303927421","hang-0.0912428040261766","giam-0.0910470713190116","khong-0.0902925725968275","awake-0.0892253872492427","ayp-0.0892253872492427","vietnamnet-0.0892253872492427","power-0.0869452675359922","dep-0.0862052445482607","vien-0.0854557600245244","trang-0.0842961042805676","minh-0.0837951183302677","chi-0.0827461146756837","rat-0.0825443619389176","phu-0.0825184988131817","khi-0.0824647201666224","tuyet-0.0823900831897058","chuong-0.0820598915338881","ngo-0.081722792150747","vndnguoi-0.081454945090127","cac-0.0791512461233417","hoa-0.0780662924466873","nang-0.0779288893533506","dang-0.077220711782083"
"208501676148665","❃-0.454022988215173","acoustic-0.243708408780603","toe-0.243708408780603","nhac-0.222930029335966","tung-0.208166610741965","prisma-0.18852083132714","�����-0.181609195286069","run-0.17522196936855","mini-0.162459386642436","mua-0.14392369975213","game-0.136143597168752","quay-0.135043066229419","nhung-0.133356923884246","dak-0.132398961724683","lak-0.132398961724683","dem-0.132108537378887","man-0.130688743859089","dang-0.119884759676031","gio-0.11839836077207","lang-0.113334821665159","nay-0.110910301311656","album-0.107805212959657","dong-0.100171408855091","cam-0.094562794524106","chua-0.0912237807187579","◕�-0.0908045976430346","���-0.0908045976430346","�◕-0.0908045976430346","��-0.0908045976430346","fastnfat-0.0908045976430346","garagesale-0.0908045976430346","httpbitlyformsg-0.0908045976430346","httpbitlykhachsg-0.0908045976430346","httpbitlynhanvesgchua-0.0908045976430346","httpbitlypreviewsg-0.0908045976430346","idol-0.0908045976430346","tcn-0.0908045976430346","vietopia-0.0908045976430346","ban-0.0887680426077954","thi-0.0877259072254861","thay-0.0876363735815794","hung-0.0872937459151333","danh-0.0869645000267798","gom-0.0867140855000215","chuong-0.0825992239533268","loi-0.0816065314969609","luu-0.0810792222012624","nhat-0.0798358318837132","giai-0.0789960349062121","biet-0.0789874033436332","muon-0.0768702508099547","preview-0.0767783808224934","updating-0.0767783808224934","duong-0.0760589253645025","sinh-0.0754036570811915","cuoc-0.0747274236089538","bao-0.0727337369108186","cau-0.0716252821724967","cap-0.0705459555534806","trinh-0.0703320085241016","giao-0.0694438872159613","ket-0.0694438872159613","xem-0.0693994607217395","noi-0.0688104650166196","buon-0.0679140933952175","khu-0.0678699960878019","ngay-0.0665825205612206","dongao-0.0661994808623413","krang-0.0661994808623413","lak�-0.0661994808623413","ndhplusyahoocom-0.0661994808623413","magazin-0.0659607487752681","thuong-0.0644086764156733","hon-0.0642034474071662","tinh-0.0623336640701556","chay-0.0621700469502086","soon-0.0614070038829694","nhom-0.0614034748169442","hoc-0.0603249334760228","cover-0.0601901585400496","him-0.0601901585400496","duom-0.0597478679591155","website-0.0597478679591155","vung-0.0584903106980607","dau-0.0574096291914171","vui-0.0566161442990084","tro-0.0562755962860581","hang-0.055513129173998","active-0.0538630946648971","httpprismaruncom-0.0538630946648971","vao-0.0537955596694097","form-0.0525574463608455","hoa-0.0521776385553726","the-0.052082915090404","den-0.0516926119310001","gian-0.0515975288468505","light-0.0508154693827189","chang-0.0502193382785077","nhay-0.049708525167152","tan-0.0495536318087373"
"218413778490224","✔-0.428896590610253","anh-0.315207434532306","izi-0.302649663939828","httpessenceyeuthuongchinhminhcom-0.301791750990085","httpswwwfacebookcomcongdongessencevietnam-0.301791750990085","httpswwwfacebookcomessenceyeuthuongchinhminhfrefts-0.301791750990085","vietnamessencegmailcom-0.301791750990085","wwwessencevietnamcom-0.301791750990085","live-0.298535901469215","hoc-0.290043370092801","tieng-0.288609681060064","websit-0.205079008561966","dang-0.194490809494305","noi-0.186545265149951","tuan-0.183231125290596","phi-0.165571262373927","khoa-0.153511593956762","gon-0.1523119586569","countdown-0.149369669897789","sai-0.147451198377542","som-0.14633874455296","band-0.144482789812059","facebook-0.141220232794871","pot-0.138222679606909","email-0.134432530176399","hang-0.131635243252918","thac-0.131205631228398","izienglish-0.130766949819561","melt-0.129491896014056","httpgooglformsjrifmozzb-0.129339321852894","mac-0.126155458603839","set-0.122094730110566","trang-0.121949580777557","giang-0.120593106706011","izitalk-0.11931301783329","unilev-0.110332468103902","khai-0.109463550663379","voi-0.109351236908599","thu-0.109224659990202","moi-0.10899983603177","expo-0.108951994513681","cafe-0.108227711588796","cua-0.108061959827146","gia-0.104518577118446","truoc-0.104167337518823","xin-0.103513310213581","vien-0.102745716028785","head-0.100885971111134","cscvn-0.100597250330028","estimation-0.100597250330028","httpbacsvnvikhoahocuocluongphanmem-0.100597250330028","software-0.100597250330028","long-0.0998695692547757","cac-0.0996105813327005","cho-0.098947017880882","tip-0.0960572038798012","nuoc-0.094509700015935","wonderland-0.0932898605692661","tiep-0.0932146368069127","chus-0.0927539820403017","easier-0.0927539820403017","funnier-0.0927539820403017","dance-0.0926062718760152","bactrainingbagmailcom-0.090793328761401","httpbacsvnvikhoahocdangkykhoahoc-0.090793328761401","thuyet-0.090234709751382","tai-0.0900590259453416","tin-0.0894620932266424","nam-0.0888026012001972","vui-0.0874859849045751","toan-0.0867069581876044","ban-0.0854709257927253","infobacsvn-0.0850584022837426","dai-0.0849927610556084","wwwizienglishnet-0.0827383478796607","lien-0.0821734268578602","engineer-0.0809894071927736","softwar-0.0778332493997602","izishar-0.077822853224058","vietnam-0.0770418950267477","gun-0.0765740263706187","hardcor-0.0765740263706187","performance-0.0765740263706187","process-0.0752544807151152","truc-0.0750570256401128","nang-0.0747767878345054","better-0.0694983996945958","khan-0.0694632777947747","khong-0.0691545025960647","records-0.0691113398034545","diem-0.0684019680860491","nhuan-0.0682642653543313","dap-0.068031488352601","thanh-0.0673681456238301","luyen-0.0669113850135682","qua-0.0663519883868358","journey-0.065494564862587","dong-0.0649839482222532","den-0.0649435973080361","maraphoria-0.064745948007028"
"392648814275684","cuo�c-0.926091953366291","vi�-0.926091953366291","sóng-0.908520028921259","thú-0.867595703294175","dièu-0.826091953366291","vè-0.826091953366291","nhũng-0.726091953366291","sẽ-0.656047981552181","ảm-0.540048396508574","quóc-0.540048396508574","thỏ-0.540048396508574","vùng-0.540048396508574","lẽ-0.527604559216791","ho�i-0.501387665986755","thu�c-0.490244446811183","lãnh-0.487416817561206","su�-0.476040791279345","lón-0.45662931752325","vie�t-0.434785238613837","nhát-0.417841654672397","của-0.365210075725029","vói-0.364394410300537","chia-0.349622943218675","nam-0.213463839406374","hon-0.211614426406513","noi-0.206124718882654","gia-0.194641648316358","và-0.191324394368823","prisma-0.18852083132714","hie�n-0.185638641205908","sách-0.185638641205908","celadon-0.180809154778201","nói-0.178404301994956","run-0.17522196936855","bangkok-0.168198971160499","dem-0.167493341931837","aeon-0.163188009403752","mua-0.160181616288418","có-0.159348191735294","khu-0.155616822609743","countdown-0.149369669897789","lan-0.143236818050058","tan-0.143132845487778","mall-0.139894122269173","tham-0.136599825674708","voi-0.135147195108288","ban-0.130839044057208","tai-0.123551863286017","sonata-0.122391007052814","don-0.118539610310872","wonderland-0.116061401338142","cho�-0.115291230715314","hoành-0.115291230715314","httpthichdocsachorgthreadshoisachtphcmtaicongvienlevantam-0.115291230715314","mièn-0.115291230715314","unilev-0.110332468103902","chet-0.105474970918943","tphcm-0.104870980252524","dã-0.104055275659134","hoa�ch-0.104055275659134","làn-0.104055275659134","nghĩa-0.104055275659134","quá-0.104055275659134","tha�t-0.104055275659134","tỉnh-0.104055275659134","vuc-0.0996184819518791","cho-0.0991996092989015","chát-0.0974826632914803","kỳ-0.0974826632914803","nuóc-0.0974826632914803","tráng-0.0974826632914803","winter-0.0959592889911397","den-0.0947716136117206","ké-0.092819320602954","nguòi-0.092819320602954","tỏ-0.092819320602954","hoa-0.0899180872297198","cả-0.089202150997478","chủ-0.089202150997478","chúc-0.089202150997478","luo�ng-0.089202150997478","ý-0.089202150997478","duong-0.0876331941393652","khoanh-0.0875567724680294","mo�t-0.0862467082353005","mot-0.0859325724147319","thẻ-0.0837479169843292","vào-0.0837479169843292","phu-0.0825184988131817","gon-0.0806662630943158","giang-0.0797208815537096","dẻ-0.0796740958676471","chua-0.0796366398725989","xung-0.0793135939774048","duoc-0.0791483606622294","sai-0.0780919454176829","dén-0.0779661959412982","hen-0.0778823701378277","nhung-0.0764481689300046","trình-0.0764212125283776"
"407083886168985","ảm-0.540048396508574","quóc-0.540048396508574","thỏ-0.540048396508574","vùng-0.540048396508574","lãnh-0.487416817561206","lón-0.45662931752325","lẽ-0.434785238613837","vie�t-0.434785238613837","nhát-0.417841654672397","phim-0.407757170778976","thu�c-0.403997738575882","su�-0.392292874295016","của-0.365210075725029","ho�i-0.351366159628513","vói-0.334422575687073","robothon-0.301791750990085","dap-0.224690507012765","nam-0.219074189951729","gia-0.207100326067661","chieu-0.175907470424159","hon-0.142035637339044","tham-0.121975882485824","quoc-0.120537121677956","expo-0.108951994513681","cac-0.100217087526812","rung-0.100021881103318","nhu-0.0996326329321174","trong-0.0981753849382164","trung-0.0952959340201902","digit-0.0949053619353721","duoc-0.0942737306485283","rap-0.0939204573804052","lien-0.0865629232944135","nhieu-0.0853099313807231","quan-0.0831642008968403","thuc-0.0829037817408785","lua-0.0796500924311756","viet-0.0774819352481716","“bao-0.0754479377475214","“ecowatch”-0.0754479377475214","dcir-0.0754479377475214","dya-0.0754479377475214","robot-0.0754479377475214","thai”-0.0754479377475214","tai-0.0707292766490829","ten-0.0700124482789692","chon-0.0696356364482084","phu-0.0692717731118949","thuong-0.0674718799688269","giai-0.0656364113558968","cap-0.0644353572965797","cuoc-0.063410471488452","hoc-0.0626951916681747","belarus-0.060528885840934","thay-0.0604746372440761","cong-0.0600149046501771","van-0.0599093488077882","lan-0.0598034897149376","quyet-0.0595803848240288","cua-0.0589484422349426","youth-0.0583749370498202","trien-0.0577829715128783","voi-0.0571802332120135","khan-0.0570426916990203","hang-0.0567368825427774","campus-0.0564408605363364","hai-0.0552371264429892","sinh-0.0544081691319","dien-0.0527447656266164","hoan-0.0520195109427053","hoi-0.0513601133972402","award-0.0510219958733496","vang-0.050976521689251","khau-0.0501264844508208","chuc-0.0479665076042227","giua-0.0472784823792364","doanh-0.0471997658378724","vietnam-0.0467276013864525","nan-0.0467208010151058","thi-0.0466976159400347","kien-0.0464792905184749","tuoi-0.0462980558571943","con-0.0456219791479173","mai-0.0449770009313427","thong-0.0445330418305814","linh-0.0441017663397632","moi-0.0435294148160802","bay-0.0431268269043482","muc-0.0428947247766152","hoac-0.0425370454792802","tieng-0.0424096691900429","suot-0.0421864527765139","nuoc-0.0407790085933263","nhung-0.0403423746892918","tieu-0.0398328327545555","xuyen-0.0397274892539363","pho-0.0389753163183885","noi-0.0388044566080945","nhat-0.0385292026093011","gay-0.0380401227383277"
"407511526113695","xai-1.63650750507587","dung-0.840776809278458","video-0.570476505697549","btct-0.570051085203495","tot-0.568512382882538","nghiep-0.566327459086083","download-0.518431882393022","httpwwwmediafirecomdownloadnqbyslxausotaythkcctrar-0.48861521588871","bao-0.48031597729685","nghe-0.477086453142895","link-0.45924531202878","httpswwwyoutubecomplaylistlistplqtmpunmmvrdiwjvyrifbdg-0.446126936246213","cau-0.423863134425391","chia-0.423638257410626","linkdownload-0.413140811092464","ban-0.391985460037677","ket-0.38361192768163","bai-0.381582117938029","xay-0.372786517378778","cam-0.295742160450241","full-0.295716865870679","cong-0.291102952723313","truc-0.288687792724977","lam-0.282131799597369","tra-0.260582907287616","ngh-0.252410402865512","moment-0.251906959815763","–-0.248329452198348","thue-0.246497037957002","kien-0.244632942636868","hoan-0.236128552161534","hay-0.230543690679189","tac-0.229808160596486","cung-0.226770915862001","trinh-0.217615581596019","file-0.209873289721787","thep-0.206505557656011","bang-0.205493648324526","httpswwwfacebookcomxddatnnotes-0.204024627605137","luon-0.203208716708938","khung-0.195562421846262","doi-0.195415705675439","fac-0.1941861491142","manh-0.193861665465852","hung-0.191094858105682","httpwwwmediafirecomdownloadmdxvpsmbbgdabtctrar-0.190017028401165","httpwwwmediafirecomdownloadsiindjkiqxdabtctkhungncnrar-0.190017028401165","dui-0.189147630931859","facebookcomxddatn-0.188667661653734","xddatngmailcom-0.18614752687131","don-0.185591923512184","tong-0.179560488379602","phon-0.179350968606857","chan-0.177226135977442","coc-0.176936166379571","khi-0.173194305825196","tphcm-0.172679457638936","thuyet-0.169275678541648","bieu-0.168906659834141","phi-0.168813284472772","sach-0.166724120824383","mail-0.165119775016344","tron-0.160916881476301","phan-0.159016769225593","chi-0.157660252933203","khong-0.155916186003408","ven-0.152811306025711","sua-0.152064278411642","dat-0.147920980040646","dep-0.147579643602653","vuong-0.146485456477807","quyet-0.146153686698307","hieu-0.146087957874617","tuyet-0.144483958534865","xung-0.139522963119979","lai-0.137815458252118","facebookcomlamdoantotnghiepxaydungdandungthue-0.137070661302531","hanh-0.136192385589558","cot-0.135770947583306","nhan-0.134119481849523","httpssitesgooglecomsitenhanlamdoanxaydung-0.129885057388138","dan-0.128821609200129","xin-0.127902017156722","nang-0.126361391424443","mong-0.124689154840445","giai-0.124539138712115","mat-0.122270002422161","giup-0.118727299931915","chung-0.118261706233858","nai-0.113655577825125","dieu-0.11337053127549","duoc-0.111788456864479","httpwwwmediafirecomdownloadfcjupcvroanphurar-0.111360305621411","httpwwwmediafirecomdownloadvwkdrlrnguyenhuerar-0.111360305621411","httpwwwmediafirecomdownloadxloavdambiblavalonrar-0.111360305621411","thanh-0.111086395095633","thuc-0.109399164635053","tai-0.107714539623498","danh-0.107522477142238","gon-0.105295420312103"
