eventId,description
566175580204077, 
785083881617402,"Jonathan Atherton, a veteran of the comedy scene and former presenter of Lonely Planet, will be headlining two stand-up comedy shows this coming week in both Saigon and Hanoi.

The Australian will start his tour of Vietnam on Wednesday Nov. 25 at Game On, 115 Ho Tung Mau, Q1, Ho Chi Minh City (Entrance: 200k, Doors: 8pm) before jetting it up to Hanoi to perform the following day at House of Son Tinh, 31 Xuan Dieu, Tay Ho, Hanoi (Entrance: 200k, Show: 8pm).

This guy's funny. Very funny. He is also responsible for helping create the stand-up comedy scene we now have in Singapore, KL, Bangkok, Phnom Penh and more recently, Ho Chi Minh City.

The ticket price includes a complimentary glass of Fuller’s London Pride or Honey Dew Ale. For more information or to book tables, email nick@saigoninternationalcomedy.com or dan@highway4.com."
1708577069371002,noi cac anh em the hien ban linh sao thoi gian trui ren
963139843743501, 
521083401394520, 
918871914872024,"1 may quay, co anh sang ho tro, micro thu am chat luong cao, co kich ban.
Ekip: Nguyen Huu Duc, Thang Nguyen"
1691219434441644,"Nam Mo Bon Su Thich Ca Mau Ni Phat _()_ 
Am Long Com Chay Tu Thien Phong Sanh Cung Thi Thuc lan
(45)❤
Nham tao hoat dong co loi ich tren doi va dao de lam trang nghiem cong duc cung duong Duc Quan The Am Bo Tat cung thap phuong Tam bao. CLB Am Ap Tinh Nguoi xin mo ra su kien ""Phat Com Chay va Bun  xao Chay Tu Thien KY lanThu 45"" dinh ki hang thang vao ngay. Mung 01.AL15 AL (Mung 8  Am Lich hang thang phat hon 2,000 phan Com Chay bun Xao Chay Rat ngon 
: 
KY 45- DINH KY MOI THANG
Chuong trinh com lai tiep tuc theo lo trinh . Rat mong su chung tay cua ca nha.
Thiet nghi moi Ki 500-700 phan thuc an chay nay den voi nhung nguoi gia neo don va nguoi tan tat o khap noi thanh pho dang vat va la dieu can thiet va nen lam tu tam thuc va long thuong yeu dum boc la lanh dum la rach, la rach it dum la rach nhieu cua nhung con nguoi Viet Nam noi chung va nhung nguoi con Phat noi rieng…
Trong cuoc song ngay nay, neu co su se chia, song yeu thuong va dum boc chung ta se song mot cuoc song giau y nghia hon. Chinh long nhan ai day se xua tan di nhung lanh leo, gia bang trong doi va mang den cho doi anh sang va su am ap.
Nham tao hoat dong co loi ich tren doi va dao de lam trang nghiem cong duc cung duong Bo Tat .
Nhu Quy dao huu da biet an Chay 
Phong Sanh la phap tu nuoi duong long Tu Bi doi voi cac loai dong vat, va cung la phuong phap giu gin suc khoe va song tho. De viec an Chay mang lai nhieu loi ich, nguoi an Chay phai giu tam trong sach, tranh dieu toi ac, lam viec nhan tu, thuong nguoi men vat va tu tap cac cong duc. Duoc nhu vay thi anh sang Tu Bi va Tri Tue cua dao Phat se toa sang khap nhan loai va chung sanh.
Moi thang vao 03 ngay (Mung 01 va Mung 08-15 AL hang thang) 2.000 Phan 
Com Chay . Va BUN  Xao Chay "" cho cac doi tuong cac ong cu ba cu khong noi nuong tua va cac be ban ve so, Ca ngay di ban ve so vat va Tu sang Den trua troi nang nong om ve So Di Ban va bac xe om, xich lo, em sinh vien ngheo, chi em cong nhan, anh phu ho... ben bua com chay nong hoi , nguoi ngheo co nho nguoi gia, nguoi kho khan, hoc sinh va nhung nguoi phat tam an Chay .

-Du kien 01 lan nau khoang 500 den 700  phan: Tri Gia 20.000 Dong phan.
-	CLB Am Ap Tinh Nguoi rat mong duoc su chung tay chia se dong gop cua tat ca quy anh Chi Va Cac Ban Gan Xa phat Tam,
xin lien He Dieu Tam 
SDT: 0933881779
SDT: 0903851896
Nick FB: Dieu Tam 
Hoac gap truc tiep:Dieu Tam 137/12 Binh Quoi, Phuong 27, Quan Binh Thanh.
-	Thoi gian phat com: Luc 11h00 trua.
-	Dia diem phat com: So 137/12 Binh Quoi, Phuong 27, Quan Binh Thanh, benh vien , nhung nguoi lang thang tren dia ban Thanh pho Ho Chi Minh. 
Huong dan duong di toi dia diem phat com tu thien:
https://mapsengine.google.com/map/edit?mid=zHvN1Xt5r_EM.k9p-WCOUw2lk

_()_ CHUC TAT CA QUY DAO HUU THAN TAM THUONG AN LAC _()_

_()_ Nam Mo A Di Da Phat _()_ 
_()_ Nam Mo Dai Bi Quan The Am Bo Tat _()_ 
_()_ Nam Mo Cong Duc Lam Bo Tat Ma-Ha-Tat _()_"
430795103770759,"[English below]
Lan dau tien tai Viet Nam , ban co co hoi duoc thuong thuc, trai nghiem va kham pha khoang 400 loai ruou vang den tu 8 quoc gia cung dai dien cua 23 nha san xuat tren the gioi bao gom : Phap, Chile, Italy, Argentina, Uc, New Zealand, My va Nam Phi. 
Da Loc vinh du la cong ty ruou vang dung ra to chuc su kien dac biet “Ngay Hoi Ruou Vang"" nhan ky niem 20 nam thanh lap cong ty Da Loc (1995- 2015) tai 2 thanh pho Ha Noi va Ho Chi Minh
Da Loc se giup cac ban co nhung trai nghiem day bat ngo ve the gioi van hoa ruou vang thuc su 
Ho Chi Minh
Thoi gian: Ngay 26/11/2015 luc 13h-17h30
Dia diem: Khach san Caravelle Sai Gon
Ve cua su kien co ban tai he thong cua hang VINTAGE cua Da Loc 
17/12 Le Thanh Ton, Quan 1, Ho Chi Minh . Tel: 04 3822 2817
150.000d: Mua truoc su kien
200.000d: Mua tai su kien
100.000d: Gia dac biet khi mua ruou tai cua hang VINTAGE cua Da Loc
HOTLINE
HCM:Ms. Trang 01644906533 Trangnph.daloc@gmail.com
***
For the first time in Vietnam, you will have the opportunity to taste, enjoy and explore around 400 wines from 8 countries including France, Chile, Italy, Argentina, Australia, New Zealand, America and South Africa in the presence of 23 wineries representatives.
To celebrate the significant 20th Anniversary of Da Loc company, we will be very delighted to have the hounour of your presence at our upcoming Da Loc’s Wine Festival event in Ha Noi and Ho Chi Minh City.
We will indulge you in a real world of wine culture
Ho Chi Minh
Time: 26th November 2015. From 12h to 17h30
Venue: Caravelle Sai Gon Hotel
Tickets for sales available at VINTAGE shops
17/12 Le Thanh Ton, Quan 1, Ho Chi Minh . Tel: (+84.8) 3822 2817
150.000d: For early birds
200.000d: On event site
100.000d: Special for customers who purchase wine at VINTAGE shops
HOTLINE
Ms. Trang 01644906533 Trangnph.daloc@gmail.com"
725340260922835,"Kinh thua quy doc gia! 

Tinh me doi voi moi nguoi trong chung ta han la khong gi sanh noi. Hon chin thang mang nang de dau, me ban cho ta hinh hai de duoc song, duoc cam nhan yeu thuong. Nuoi ta khon lon, truong thanh me khong quan nhoc nhan vat va. Cong lao cua me lon hon be troi, nghia tinh cua me sau hon suoi nguon, bien ca.
La nhung nguoi con cua me, ai trong chung ta cung deu mong muon duoc bao den on me, tron hieu dao lam con. Chu Hieu la bai hoc dau tien cua “Dao lam nguoi”, la nen tang dao duc cua xa hoi.
Cam phuc truoc duc hi sinh cua bac mau tu, tran trong tinh cam thieng lieng cua moi nguoi con danh cho me. Phu Nu Ngay Nay to chuc cuoc thi Viet ve me voi mong muon la noi de nhung nguoi lam con bay to su biet on, chia se nhung cam xuc cung nhu trao gui mon qua tinh than toi me yeu.
Sau 4 thang dien ra, cuoc thi da nhan duoc gan 1000 bai du thi  gui ve tu khap moi mien dat nuoc. Tiep noi su thanh cong cua cuoc thi, Phu Nu Ngay Nay to chuc le trao giai voi mong muon tri an nhung nguoi me, tri an nhung doc gia da dung cam viet len tam su, loi yeu thuong gui den me.
Noi dung chuong trinh
1/ 16:00 – 17:00 : Don khach, tiec tra chieu
2/ 17:00 – 17:30: Khai mac chuong trinh, van nghe
3/ 17:30 – 18:30: Trao giai cuoc thi Viet ve me, chia se cua dien gia
4/ 18:30 – 19:30: Gameshow, boc tham may man, giao luu
Chuong trinh se dien ra:
Vao luc: 16h00, thu Sau ngay 16/10/2015
Tai: Gala Royale, 63 Mac Dinh Chi, P.DaKao, Q.1, TP. Ho Chi Minh 
----
Dang ky lien he truc tiep voi:
Ms. Le – DTDD: 0902 923 524 - (08) 3911 7577
Email: lepham@pnnn.vn; truoc ngay 24.11.2015       
        
Rat mong su theo doi va tham du cua quy doc gia!"
714237438711761, 
2147949678679083,"[Scroll down for English]

Lan dau tien, mot Dem hoi nghe thuat Hanh dong vi Khi hau hoanh trang mang ten POWER UP do CHANGE (changevn.org) va 350.org Vietnam to chuc se duoc dien ra voi hang loat cac hoat dong hap dan va thu vi danh cho cac ban tre nham huong ung Hoi nghi Thuong dinh ve Bien doi khi hau toan cau COP21 tai Paris cuoi thang 11, dau thang 12 sap toi. Hay xem ban duoc gi khi tham gia mot su kien moi truong lon nhat trong nam nay nhe?

- Gap go, giao luu va dam chim trong khong gian am nhac soi dong va thoi thuong cua EDM, manh me cua Rock va day mau sac cua cac loai hinh nghe thuat khac nhau cung cac nghe si ""dinh dam"" tai Viet Nam: Thanh Bui, Ha Okio, Hoang Bach, Uyen Linh, Vu Cat Tuong, Tien Tien, Bich Ngoc, Thao Trang, Mai Khoi, Pham Anh Khoa (PAK Band), Nguyen Dinh Thanh Tam, Tang Nhat Tue, My Le, 5 Dong ke, Rapper Tien Dat, DJ Duc Thien va MC Nguyet Anh.

- Trai nghiem cac goc moi truong day hao hung de tim hieu thong tin cac thong tin ve than da, dien kien Phu thuy Than da; lam canh dong chong chong gio, xem hoat canh dam cuoi Trai dat va Nang luong tai tao; xem mien phi cac bo phim y nghia ve moi truong; thu thach ban than voi cac tro choi thu vi ve moi truong;...va hang loat cac hoat dong soi noi khien ban chac chan khong the dung yen.

- Va cuoi cung duoc hoa minh cung hang ngan ban tre yeu moi truong khac trong khong gian Cargo ngap tran sac NEON de cung huong ung, gui nhung thong diep manh me cua gioi tre Viet Nam den COP21. Nho trang bi quan ao, phu kien NEON de khong ""le loi"" cac ban nhe. :)

Thoi gian: 16:00 - 21:00, thu Tu ngay 25.11.2015.
Dia diem: CARGO Event Space, so 7 Nguyen Tat Thanh, quan 4, TP.HCM (duoi chan cau Khanh Hoi).

 * Gia ve: 
30.000d/ ve (chi danh cho 300 ve dau tien)
50.000d/ ve (tu ve 301 tro di cho den khi het ve)
*** Toan bo so tien thu duoc se duoc ung ho cho Quy Bao ve moi truong va ung pho voi BDKH cua CHANGE.

 * Mua ve tai:
- Ticketbox.vn (http://bit.ly/powerupvn)
- Truc tiep tai cac truong Dai hoc o TP.HCM.
- Hoac truc tiep tai VP CHANGE, Tang 5, 132 - 134 duong D2, P.25, Q. Binh Thanh, TP.HCM. 
 Hotline: 0165.425.8897 | (08) 6681 3513 (Mr. An)

Con chan chu gi nua ma khong so huu ngay nhung tam ve dau tien de tham gia mot su kien moi truong hang dau va cung chia se thong tin, ru re ban be cua minh cung tham gia bao ve moi truong nhe. :)
#powerup #keepitintheground #coalkills #cop21 #climatemarch #earthtoparis

Dem hoi nghe thuat Hanh dong vi Khi hau Power Up da nhan duoc su dong hanh va ho tro cua cac doi tac sau: Quy Global Greengrants Fund, Tap doan Dragon Capital, Dai su quan Duc, Lanh su quan Phap, Trung tam LIN, Quy EXO Foundation, Hoc vien Am nhac va Nghe thuat Bieu dien SOUL, RABBAT, TicketBox, Cargo Bar, Think in a Box va Dancenter.

---------------
For the first time, an epic Climate Action Festival under the name POWER UP organised by CHANGE (changevn.org) and 350.org Vietnam will occur with plenty of captivating and exciting activities for young people to respond to the United Nations Climate Change Conference COP21 happening at the end of November and the beginning of December in Paris. Let’s see what you’ll get from participating in this biggest environmental event of the year!

-	Meet, interact and immerse yourself in an energetic and trendy music atmosphere of EDM, powerful ambience of Rock, and a lively feel of different art forms with Thanh Bui, Uyen Linh, Vu Cat Tuong, Tien Tien, Bich Ngoc, Thao Trang, Mai Khoi, Nguyen Dinh Thanh Tam, Ha Okio, Tang Nhat Tue, My Le, 5 Dong Ke, Rapper Tien Dat, The Rock Band PAK, DJ Duc Thien and MC Nguyet Anh.

-	Experience various interesting environmental corners to find out more about coal, meet the Coal Witch; create a field of pinwheels, watch wedding scenes between the Earth and Renewable Energy; see meaningful films about environment for FREE; challenge yourself with fun games about the environment; … as well as many, many other exhilarating activities which will not leave you still.

-	And last but not least, to engage with thousands of other young people who also love the environment at Cargo, which will be filled with NEON colours to respond and send powerful messages from Vietnam youth to COP21. Remember to dress in NEON-colour clothing and accessories to not be “left out”, guys!

Time: 16:00 – 21:00, Wednesday 25.11.2015
Location: CARGO Event Space, 7 Nguyen Tat Thanh Street, District 4, Ho Chi Minh City (Khanh Hoi bridge)

Ticket price*: 
30,000VND/ticket (ONLY for the first 300 tickets)
50,000VND/ticket (for the 301st ticket till sold out)
(*All money generated from the selling of tickets will be donated to CHANGE’s Protecting and Coping with Climate Change fund)

Buy tickets at:
-	Ticketbox.vn (http://bit.ly/powerupvn)
-	Buy directly at universities in Ho Chi Minh City (list of universities to be confirmed)
-	Or at CHANGE office, 5th Floor, 132-134 D2 Street, Ward 25, Binh Thanh District, Ho Chi Minh City.
Hotline: 0165.425.8897 | (08) 6681 3513 (Mr. An)

What are you waiting for?! Grab those first tickets to participate in a leading environmental event and share information, bring your friends, so you can save the environment together!

#powerup #keepitintheground #coalkills #cop21 #climatemarch #earthtoparis"
1650607558527327,"We are very lucky and excited to continue our makers meetup with presentations from 2 organizations that support and promote Artisans Makers: Makers meet up:  Artisans Makers 
 
Nguyen Ngoc Tuan - Founder & Co-Owner at Bobi Craft. Bobi Craft create beautiful designed handmade products, with mostly made by premium yarns and wool. He developed an international standard art and craft system, helped unfortunate people (single mom, disable people) to have better living and maximize their education and created jobs and train skills for people with low income, especially less fortunate children.
 
Ho Chi Minh City-based startup is Efaisto which is aiming to create a global maker’s network—starting with Vietnam. Co-founded by a Belgo-French duo, Bernard Seys and Lou-Adrien Fabre, Efaisto is an e-commerce marketplace for anyone to order made-on-demand, personalized clothing, accessories, and eventually furniture from artisans around the world. 

The event is pay what-feels-right. It means that it is up to you to decide at the end of the event how much you want to support Fablab Saigon and the makers community. Contributions are usually between 50k and 100k VND.
 
* This event will be conducted in English.
* Drinks and finger food will be provided."
600827433383056, 
415560751901803,"يوم الجمعه 27 نوفمبر هيكون في تخفيضات كبيرة جداااا علي امازون ومعظم مواقع الشراء العالميه ....بتوصل التخفيضات لبعض المنتجات 70% ....استعدواااا ممكن تشتروا كل اللي محتاجينه بتمن قطعه واحدة من مصر
تابعونا علي لينك الجروب
www.facebook.com/groups/buy4you"
524628811027230,"Lich hoc ca ngay, 2 ngay lien tuc:
Tu 27 - 28 / 11 / 2015 | 8h30 - 17h
Ca toi, 4 buoi toi lien tuc cac ngay:
Tu 04/12 - 07/12 /2015 | 18h - 21h
Dia diem: 10 - Phan Dang Luu - Binh Thanh, HCM

Muc tieu khoa hoc: Giup ke toan vien, nha quan ly trong doanh nghiep co ky nang va nghiep vu tong hop - toan canh tu so lieu ke toan thue, kiem soat ket qua ke khai bao cao thue, lap - doc - phan tich bao cao tai chinh trong quan he doi chieu - giai trinh voi bao cao quyet toan thue hang nam.

Loi ich hoc vien sau khoa hoc: 
Co bieu mau ung dung va ky nang thuc hien kiem soat so lieu ke toan thue, du lieu doanh thu - chi phi - loi nhuan - thue phai nop tung quy, nam tai chinh.
Lap - doc - phan tich bao cao tai chinh theo thong tu 200.
Lap, phan tich, van dung nhung diem co loi theo chinh sach vao bao cao quyet toan thue

NOI DUNG KHOA HOC

* Kiem soat, doi chieu so lieu ke toan ve thue gia tri gia tang. Dam bao khop dung giua ho so, hoa don tai chinh, so ke toan, to khai thue, can doi phat sinh va bao cao tai chinh cuoi ky (Quy/Nam)
* Kiem soat, doi chieu cac nghiep vu ke toan thanh toan, cong no trong quan he voi chinh sach tai chinh noi bo, quy dinh thanh toan cua luat thue hien hanh
* Soat xet, phe duyet, kiem tra so lieu ke toan vat tu hang hoa, thanh pham. Dam bao khop dung cac gia tri phat sinh chi tiet, tong hop nhap xuat ton, gia von
* Ke toan tong hop tien luong, thue TNCN, cac khoan bao hiem, quy che luong, ho so lao dong, bang luong, tinh hinh chi tra luong.
* Ke toan tong hop cac nghiep vu xac dinh doanh thu, thu nhap, du phong, chi phi ban hang, chi phi quan ly doanh nghiep, tinh thue
* Lap bao cao tai chinh: Bang can doi ke toan, Ket qua san xuat kinh doanh, Luu chuyen tien te theo Thong tu 200.
* Phan tich bao cao tai chinh: Phan tich theo chieu ngang va phan tich theo chieu doc.
* Lap bao cao quyet toan thue, phan tich chi tieu, van dung chinh sach de tang quyen loi doanh nghiep trong mot so truong hop.

""Hoc de thanh cong, hoc de giau"" !
Hoc vien duoc tu van - tam soat so lieu ke toan thue nam 2015 mien phi!!!﻿"
424468137738057,"***Noi dung chuong trinh: http://vietnamhrsummit.vn/Agenda
CHUNG TOI CO 2 HINH THUC DANG KY:
(1) Dang ky tham gia Hoi nghi Nhan su Viet Nam 2015
***Gia ve tieu chuan: 2,500,000 VND/ ve (chua bao gom VAT)
(bao gom tai lieu su kien, tham gia cac chu de chuyen sau, an trua va cac hoat dong khac danh rieng cho khach tham du tai tang 5, GEM Center, 8 Nguyen Binh Khiem, Quan 1, HCM)
===> http://vietnamhrsummit.vn/Register/PaidRegistrationForm

(2) Dang ky tham quan trien lam Giai phap Nhan su (MIEN PHI)
Voi hinh thuc dang ky nay, Anh/ Chi se duoc tham quan trien lam ""Giai phap nhan su"" tai tang 3, GEM Center, 8 Nguyen Binh Khiem, Quan 1, HCM
===> http://vietnamhrsummit.vn/Register/FreeRegistrationForm

Dong thoi, BTC chao don cac doanh nghiep dang ki tham gia tai tro/ dat gian hang trien lam ""Giai phap Nhan su"" tai Hoi nghi Nhan su Viet Nam 2015. Dang ky tai:
===> http://vietnamhrsummit.vn/Register/BookYourStand
#vietnamhrsummit2015 #hoinghinhansuvietnam #hr2015 #vnhr #vietnamhr2015 #vnhrsummit"
134546073570468,"Lich hoc ca ngay, 2 ngay lien tuc:
Tu 27 - 28 / 11 / 2015 | 8h30 - 17h
Ca toi, 4 buoi toi lien tuc cac ngay:
Tu 04/12 - 07/12 /2015 | 18h - 21h
Dia diem: 10 - Phan Dang Luu - Binh Thanh, HCM

(*) Muc tieu khoa hoc: Giup ke toan vien, nha quan ly trong doanh nghiep co ky nang va nghiep vu tong hop - toan canh tu so lieu ke toan thue, kiem soat ket qua ke khai bao cao thue, lap - doc - phan tich bao cao tai chinh trong quan he doi chieu - giai trinh voi bao cao quyet toan thue hang nam.
 
(*) Loi ich hoc vien sau khoa hoc: 
Co bieu mau ung dung va ky nang thuc hien kiem soat so lieu ke toan thue, du lieu doanh thu - chi phi - loi nhuan - thue phai nop tung quy, nam tai chinh.
Lap - doc - phan tich bao cao tai chinh theo thong tu 200.
Lap, phan tich, van dung nhung diem co loi theo chinh sach vao bao cao quyet toan thue

(*) Noi dung khoa hoc
1. Kiem soat, doi chieu so lieu ke toan ve thue gia tri gia tang. Dam bao khop dung giua ho so, hoa don tai chinh, so ke toan, to khai thue, can doi phat sinh va bao cao tai chinh cuoi ky (Quy/Nam)
2. Kiem soat, doi chieu cac nghiep vu ke toan thanh toan, cong no trong quan he voi chinh sach tai chinh noi bo, quy dinh thanh toan cua luat thue hien hanh
3. Soat xet, phe duyet, kiem tra so lieu ke toan vat tu hang hoa, thanh pham. Dam bao khop dung cac gia tri phat sinh chi tiet, tong hop nhap xuat ton, gia von
4. Ke toan tong hop tien luong, thue TNCN, cac khoan bao hiem, quy che luong, ho so lao dong, bang luong, tinh hinh chi tra luong.
5. Ke toan tong hop cac nghiep vu xac dinh doanh thu, thu nhap, du phong, chi phi ban hang, chi phi quan ly doanh nghiep, tinh thue
6. Lap bao cao tai chinh: Bang can doi ke toan, Ket qua san xuat kinh doanh, Luu chuyen tien te theo Thong tu 200.
7. Phan tich bao cao tai chinh: Phan tich theo chieu ngang va phan tich theo chieu doc.
8. Lap bao cao quyet toan thue, phan tich chi tieu, van dung chinh sach de tang quyen loi doanh nghiep trong mot so truong hop.

(*) Tu van - huan luyen - thuc hanh
1. Kiem soat hoa don, chung tu, ho so va ket qua ke khai bao cao thue bang mau kiem tra dinh ky.
2. Lap bang phan tich, can doi ket qua doanh thu, thu nhap, chi phi, loi nhuan, cac khoan thue theo tung quy va du doan ke hoach quy tiep theo.
3. Thuc hanh kiem soat, kiem tra so lieu ke khai thue tren to khai thue voi chung tu, so ke toan, nghiep vu xac dinh thue GTGT duoc khau tru.
4. Check-List cong viec kien toan, hoan thien ho so ke toan theo yeu cau cua phap luat ve thue hien hanh nham bao ve so lieu ke toan thue khi quyet toan va thanh tra thue hang nam.
5. Lap bang can doi ke toan, bang ket qua hoat dong san xuat kinh doanh, luu chuyen tien te tu so lieu cua bang can doi so phat sinh va so cai ke toan.
6. Thuc hanh phan tich bao cao tai chinh dua theo ket qua thuc hien o buoc tren theo mau goi y cua giang vien va chuyen gia huan luyen.
7. Lap bang quyet toan thue, soat xet so lieu giua bao cao quyet toan thue voi bao cao tai chinh, ho so ke toan thue.

=> Nop khai bao thue dinh ky, ghi so ke toan theo hoa don chung tu nhung nhu the la chua du cho mot ky quyet toan an toan, hieu qua - co loi cho doanh nghiep. Hay kiem soat, danh gia, chac chan con nhieu ""van dung phu hop"" nua co the thuc hien voi doanh nghiep cua ban.

=> Tham gia khoa hoc de cung giang vien, chuyen gia go roi, giai quyet ngay nhung vuong mac trong cong tac ke toan thue nam 2015 cua ban ngay tu bay gio, truoc khi qua muon.
=> Doi khi chi can phat hien som sai sot, co 1 loi tu van sat thuc va phu hop co the giup doanh nghiep tranh duoc rui ro ma neu khong, co the dan toi thiet hai bang tien hang ty dong.

(**) Nhieu qua tang hap dan cho nguoi tham gia
1. Tang tai lieu khoa hoc gom tai lieu nghiep vu va bo chung tu thuc te de thuc hanh, lam mau
2. Bo dap an, ho so chung tu, bao cao lam mau cho hoc vien hanh nghe sau khi hoc
3. Tang so tay ke toan vien (ban mem): Gom cac luu do nghiep vu ke toan, ke khai bao cao thue, ke toan tong hop, huong dan lap bao cao tai chinh, danh muc tai khoan...
4. Tang bo tai lieu 100 tinh huong vuong mac ve ke toan, thue da duoc giai dap boi chuyen gia va co quan thue
5. Duoc tham gia moi chuong trinh tap huan chinh sach moi ve ke toan, thue (tham gia mien phi) do Start-UP Coaching to chuc hoac dong to chuc).
6. Duoc tang Voucher co gia tri cho cac chuong trinh hoc tiep theo, huong uu dai co dinh 30%

(*****) Giang vien: Th.S Vu Long
Giam doc tu van va dao tao Start-UP Coaching. 15 nam kinh nghiem tu van va huan luyen nhan su ke toan - thue cho doanh nghiep, tu van toi uu thue, giai trinh thanh tra thue, to chuc cong tac ke toan theo yeu cau

Giang vien, chuyen gia huan luyen tai Start-UP Coaching luon san sang ho tro ban sau khoa hoc. Ban co the goi truc tiep hoac email tham van, co the mang theo ho so ke toan thue cua minh de duoc tro giup voi nhung tinh huong kho hoac ""nhay cam""."
1649728361965138,Chuong trinh BUA COM SE CHIA cua nhom Thien nguyen MOT NGAY MOI se duoc thuc hien 2 tuan/ lan tai khoa Nhi- Vien Huyet hoc va Truyen mau Trung uong nham chia se cung cac benh nhi dang dieu tri o vien.
917775454980540,"Lineup:
-----------------
W&W http://bnds.in/HHpK88

Buy Tickets: http://bnds.in/1XIRySL
Find Local Concerts: http://bnds.in/jlStT0"
945572608838012,"ABOUT YOUR TRIP

Ho Chi Minh City, situated in the southeastern region of Vietnam, is a treasure trove of historical landmarks, ancient architecture, and modern skyscrapers like the Bitexco Financial Tower. Absorb the culture at Giac Lam Pagoda, Gia Long Palace, and the Museum of Vietnamese History. For fun, there's Dam Sen Water Park, Suoi Tien Amusement Park and the Saigon Zoo and Botanical Gardens.

At Ho Chi Minh Agricultural Villages, you'll learn the ins and outs of growing and cultivating a garden, selecting raw fruits and vegetables, and putting all your knowledge to the test with a cooking class. For more adventure, you'll be touring the Cu Chi Tunnel system. Used during the Vietnam War, you'll walk through the labyrinth of dimly lit tunnels, see displays of bobby traps, and have a meal in the underground command center.


WHAT'S INCLUDED

• 4 days and 3 nights at Le Meridien Saigon Hotel, 3C Ton Duc Thang Street, District 1, Ho Chi Minh City, Vietnam.
• Featuring classic city view room accommodations with a king or double beds.
• See itinerary for meals included.
• Ho Chi Minh Agricultural Villages cooking class.   
• Cu Chi Tunnel Tour.
• A host will be provided when 20 adults have been booked.
• If a hosted trip, a welcome check-in on the day of arrival and welcome reception will be provided to members and their guests.
• Your trip includes 2 airport transfers:
• November 27 between 9 a.m. to 5 p.m.: From Tan Son Nhat International Airport to hotel.
• November 30 between 9 a.m. to 5 p.m.: From hotel to Tan Son Nhat International Airport.
• To take advantage of round-trip airport transfers, you must provide your flight information to the DreamTrips Specialist no later than November 21. These transfers are available only for the airport(s) and dates listed above. Transfers will not be offered if the flight information is not received by the deadline and transfers at any other time will incur a separate charge. Do not email flight information to the DreamTrips Specialist. Air transportation is not included. The closest commercial airport is Tan Son Nhat International Airport (SGN).

For any questions regarding this trip, contact the DreamTrips Specialist at DreamTrips@rovia.com.

Check-in: 3 p.m. Check-out: 11 a.m.


HOTEL DETAILS

The Le Meridien Saigon is sophisticated elegance at its best.

Relax in comfort in a well-appointed room where modern styling and decor creates a refreshing atmosphere. Enjoy city or river views, and 24-hour room service. The hotel provides a fitness center, spa, and indoor pool, and for dining, palate pleasing Vietnamese cuisine, baked goods, snacks, and cocktails are available.

Along with impeccable service, Le Meridien's location beside the Saigon River puts you near shopping, dining, local attractions and entertainment.

Le Meridien Saigon Hotel
3C Ton Duc Thang Street
District 1, Ho Chi Minh City, Vietnam"
405973212925585,"About Your Trip
Ho Chi Minh City, situated in the southeastern region of Vietnam, is a treasure trove of historical landmarks, ancient architecture, and modern skyscrapers like the Bitexco Financial Tower. Absorb the culture at Giac Lam Pagoda, Gia Long Palace, and the Museum of Vietnamese History. For fun, there's Dam Sen Water Park, Suoi Tien Amusement Park and the Saigon Zoo and Botanical Gardens.

At Ho Chi Minh Agricultural Villages, you'll learn the ins and outs of growing and cultivating a garden, selecting raw fruits and vegetables, and putting all your knowledge to the test with a cooking class. For more adventure, you'll be touring the Cu Chi Tunnel system. Used during the Vietnam War, you'll walk through the labyrinth of dimly lit tunnels, see displays of bobby traps, and have a meal in the underground command center.

What's Included

4 days and 3 nights at Le Meridien Saigon Hotel, 3C Ton Duc Thang Street, District 1, Ho Chi Minh City, Vietnam.
Featuring classic city view room accommodations with a king or double beds.
See itinerary for meals included.
Ho Chi Minh Agricultural Villages cooking class.   
Cu Chi Tunnel Tour.
A In-destination Support Specialist will be provided when 20 adults have been booked.
If a hosted trip, a welcome check-in on the day of arrival and welcome reception will be provided to members and their guests.
Your trip includes 2 airport transfers:
November 27 between 9 a.m. to 5 p.m.: From Tan Son Nhat International Airport to hotel.
November 30 between 9 a.m. to 5 p.m.: From hotel to Tan Son Nhat International Airport.
To take advantage of round-trip airport transfers, you must provide your flight information to the DreamTrips Specialist no later than November 21. These transfers are available only for the airport(s) and dates listed above. Click https://roviallc.formstack.com/forms/15112712_ho_chi_minh_city to give us your flight information. Transfers will not be offered if the flight information is not received by the deadline and transfers at any other time will incur a separate charge. Do not email flight information to the DreamTrips Specialist. Air transportation is not included. The closest commercial airport is Tan Son Nhat International Airport (SGN).

For any questions regarding this trip, contact the DreamTrips Specialist at DreamTrips@rovia.com.

Check-in: 3 p.m. Check-out: 11 a.m.

Hotel Details

The Le Meridien Saigon is sophisticated elegance at its best. 

Relax in comfort in a well-appointed room where modern styling and decor creates a refreshing atmosphere. Enjoy city or river views, and 24-hour room service. The hotel provides a fitness center, spa, and indoor pool, and for dining, palate pleasing Vietnamese cuisine, baked goods, snacks, and cocktails are available.

Along with impeccable service, Le Meridien's location beside the Saigon River puts you near shopping, dining, local attractions and entertainment.

Le Meridien Saigon Hotel
3C Ton Duc Thang Street
District 1, Ho Chi Minh City, Vietnam"
1609901435893322, 
